row ID,row m/z,row retention time,CUP_MeOH,PC_MeOH,AFI_MeOH,CUPI_MeOH,CUP_EtOAc,PC_EtOAc
426,597.1802355,4.663454,0,0,233239.61,0,0,0
427,692.1261685,4.663454,0,0,32659.559,0,0,0
428,192.1017002,4.6889305,0,0,0,0,116612.92,0
429,390.1537037,4.691901,0,56403.016,0,0,0,0
430,177.0544439,4.701569,0,0,0,0,137063.06,37593.375
431,356.1848408,4.7224207,0,1543180.6,0,0,0,261185.3
432,355.1017314,4.7226863,0,27765.703,0,0,44373.81,151321.1
433,169.1221424,4.723216,0,0,0,0,226403.6,0
434,433.1124045,4.728141,0,0,44001.086,0,53898.13,0
435,344.1850436,4.7375307,0,255320.25,0,0,0,37493.438
436,570.2540575,4.7375307,0,40679.19,0,0,0,6698.6426
437,247.1324787,4.7531724,0,0,0,0,73017.375,0
438,331.1381088,4.7579117,25176.23,40879.8,48948.168,43066.094,46748.71,39691.71
439,366.1751895,4.7579117,17685.846,31834.842,32066.703,33070.082,38880.656,29969.822
440,182.0810093,4.7829375,0,0,0,0,36344.523,0
441,326.7086767,4.795572,39745.47,0,28946.873,0,0,0
442,652.4105452,4.7966967,0,25018.576,30075.346,0,0,0
443,163.1326589,4.8062453,155201.2,164291.52,171360.39,146369.95,156825.98,171157.98
444,521.2013637,4.8076715,0,0,0,0,0,35883.14
445,556.2381897,4.8076715,0,0,0,0,0,213281.34
446,595.1650052,4.810922,20855.807,0,948186.9,8726.396,46940.758,0
447,352.1387689,4.8170767,0,0,0,0,72707.14,0
448,435.1279671,4.8267384,0,0,74845.71,0,0,0
449,563.1390684,4.835294,0,0,0,101055.12,0,0
450,760.2804265,4.835294,0,0,0,70618.91,0,0
451,177.0544183,4.83933,0,38658.96,48848.516,151307.81,0,58476.75
452,453.3430018,4.8533325,208544.98,162269.72,174774.12,143392.98,147547.81,163462.45
453,227.1750451,4.856496,10625.589,10132.744,0,0,0,0
454,328.1900325,4.8638377,0,197801.84,0,0,0,52177.6
455,193.0493679,4.8883815,0,0,103707.49,0,404042,0
456,463.1229936,4.8936033,77730.02,0,634574.44,551842.1,649532.4,0
457,192.0651981,4.8984327,0,401209.34,0,0,0,4425049.5
458,493.1337138,4.9035473,0,0,0,191680.45,0,0
459,296.1277042,4.9338746,0,0,0,0,0,35366.824
460,195.0649698,4.9357114,92002.72,16838.879,43430.062,201286.22,1331327.5,318446.28
461,207.0649238,4.9363413,0,0,0,6771.6855,118711.54,0
462,177.0544383,4.937669,161807.84,29365.158,0,323602.88,2157228.5,457024.22
463,522.2333874,4.9582767,0,48709.215,0,0,0,0
464,357.2349539,4.9590416,54975.41,25850.447,26622.617,0,0,0
465,676.1315156,4.9667635,0,0,0,106616.234,229150.4,0
466,581.1854024,4.970382,2639107.2,0,618397.44,2463916.2,1.09E+07,0
467,463.1225966,4.9841237,0,0,725318.7,382187.97,487720.53,0
468,273.0752561,4.9841704,0,0,106038.016,154551.1,684788.5,0
469,239.1272644,4.9999104,0,0,0,0,252886,0
470,639.1538401,4.9999104,0,0,0,0,250734.83,0
471,627.1901438,5.005792,0,0,179430.03,7358.952,0,0
472,339.1069101,5.0224323,0,60825.277,313111.03,14045.569,0,328294.8
473,227.1273587,5.0260963,0,57257.14,16435.553,11901.822,22600.672,437076.62
474,361.0887068,5.028689,0,0,0,0,0,105597.03
475,377.0626518,5.028689,0,0,0,0,0,155836.47
476,262.1069193,5.029808,0,0,0,0,86881,0
477,245.1379317,5.0306735,21077.863,136868.22,54915.785,31336.559,42744.45,993343.06
478,303.0858442,5.048674,0,0,139018.08,17719.256,24908.348,0
479,247.0960382,5.0534368,0,0,24219.98,0,0,0
480,595.1649511,5.0657268,0,0,0,0,217350.36,0
481,177.0543761,5.073556,0,130607.02,387883.62,0,86884.305,291279.22
482,815.2229019,5.0759892,175257.97,0,0,0,254651.23,0
483,611.1959039,5.080427,18543.29,0,8117.158,58505.64,52470.594,0
484,692.2328196,5.0875964,0,109616.85,0,0,0,0
485,324.1224937,5.0896683,0,80107.21,0,0,0,9881.103
486,566.426824,5.0904016,80357.36,57817.418,0,46918.883,49979.152,55424.734
487,379.2480896,5.091221,0,32701.904,0,36957.42,24241.203,0
488,369.1172249,5.09174,0,0,0,0,0,298798.47
489,407.0730419,5.09174,0,0,0,0,0,167975.44
490,493.1334204,5.093033,0,0,0,887401,305920.78,0
491,342.1692855,5.127883,0,0,0,0,0,75954.32
492,625.1754061,5.143159,108330.93,0,0,94406.69,332188.72,0
493,419.132666,5.1471405,0,0,2037232,0,0,0
494,461.1440273,5.1471405,0,0,66280.375,0,0,0
495,598.2117118,5.1471405,0,0,514814.38,0,0,0
496,273.0751984,5.150565,0,0,1.28E+07,0,903797.3,0
497,581.1854633,5.1515007,221459.84,0,1.54E+07,360943.12,1060222.1,0
498,435.1277732,5.1517644,0,0,1291667.5,18824.594,56761.297,0
499,253.179201,5.15399,0,0,0,0,113375.08,0
500,197.1169792,5.1548233,240654.28,5805.876,0,210484.17,2630990.2,74977.14
501,179.1063521,5.156061,0,0,0,0,460637.56,16892.309
502,260.1275743,5.158132,0,0,0,0,0,437830
503,579.1699898,5.1631446,0,0,5596644,251142.81,278948.03,0
504,509.128667,5.1820054,17690.29,0,0,0,150525.84,0
505,324.1223894,5.187639,0,1560164.2,0,0,0,992318.06
506,247.0959519,5.210712,0,0,979982.5,0,0,0
507,356.1848013,5.22134,0,1174469.5,0,0,0,262833.4
508,265.0966719,5.2317023,72317.76,0,0,0,1243911.2,0
509,301.1637201,5.2330084,0,0,0,0,20595.584,59832.945
510,458.2011713,5.239877,0,0,619037,0,0,0
511,261.1114947,5.244437,0,0,2327446.2,0,45521.21,0
512,369.1171406,5.250922,0,506057.62,0,0,0,2280363.8
513,400.1592686,5.250922,0,180636.4,0,0,0,303111.4
514,292.1173189,5.256085,110318.805,0,0,163512.3,1271605.6,0
515,296.1275132,5.2565827,11852.746,0,0,138613.3,0,276647.2
516,177.0542864,5.2623067,38215.84,598830.9,32654.61,59546.652,225391.2,2443437.2
517,407.0729447,5.265521,0,222237.11,0,0,0,429069.5
518,376.1744464,5.2689395,0,0,77420.56,0,0,0
519,303.0855828,5.2753773,520062.38,0,0,2582973,1625728.2,0
520,449.1431447,5.2753773,599885.06,0,0,3172420.8,1965347,0
521,465.1381853,5.2753773,235822.34,0,0,1382799.2,805428.2,0
522,611.1956852,5.2753773,6962472.5,0,0,3.36E+07,2.13E+07,0
523,509.1282567,5.2927623,55394.86,0,0,0,590690.3,0
524,435.1277714,5.3052206,0,0,1071129.4,0,0,0
525,383.1329082,5.314781,0,483471.75,0,0,0,924256.7
526,414.1749245,5.3151207,0,0,0,0,0,148655.56
527,609.1807304,5.336443,0,0,0,1107247.8,308180.38,0
528,273.075319,5.3562517,0,0,402777.12,0,142663.05,0
529,537.1959797,5.383189,0,0,0,0,0,52298.43
530,358.164039,5.3985095,0,19006.031,0,0,0,52478.434
531,404.2059594,5.402612,0,0,204485.03,0,0,0
532,751.2070514,5.4029574,0,0,0,287477.84,0,0
533,570.2538163,5.413351,0,0,0,0,0,68035.39
534,352.117223,5.4135904,0,1757462.1,0,0,0,231647.31
535,450.1538374,5.4135904,0,59809.332,0,0,0,10301.143
536,449.1432548,5.433506,0,0,2637597.2,60983.215,104243.836,0
537,628.2222785,5.433506,0,0,1490591.2,104872.97,145891.1,0
538,303.0856761,5.434359,200130.22,0,1.56E+07,517900.66,899643.8,0
539,465.1381092,5.434359,10665.098,0,1427204,43896.41,70001.14,0
540,611.195839,5.434359,269503.6,0,1.96E+07,740356.8,1208561.4,0
541,207.1587598,5.4432774,0,848438.2,1129255,1201164.6,848832,844385.1
542,224.1852102,5.4432774,0,279865.5,338297.94,370879.3,275971.75,434056.94
543,368.1485766,5.443532,0,139583.47,0,0,0,14362.775
544,678.2535596,5.443532,0,162281.75,0,0,0,7869.2295
545,708.2638161,5.443532,0,718764.75,0,0,0,36434.48
546,342.1330681,5.4438972,0,130486.58,0,0,40781.895,15378.277
547,609.1809579,5.467559,0,0,2971750,0,10900.508,0
548,781.2172752,5.470783,12900.893,0,0,279867.9,0,0
549,445.2876564,5.471293,83775.98,0,0,0,0,0
550,653.1702467,5.4729548,64589.062,0,0,0,549511.44,0
551,284.0576494,5.475808,0,64229.504,0,6692.3076,13485.144,318082.8
552,171.1012887,5.477653,0,25574.785,0,0,9105.228,255358.92
553,874.3265563,5.4778,0,268829.66,0,0,0,0
554,517.1334748,5.48969,0,0,176988.11,0,0,0
555,692.2324572,5.507971,0,123010.33,0,0,0,0
556,507.1495888,5.530042,0,0,0,22083.674,0,0
557,470.1805779,5.5355673,10668.702,0,0,0,145682.33,0
558,260.1275764,5.5488205,0,0,0,0,0,409387.66
559,570.2537807,5.5488205,0,0,0,0,0,155436.5
560,177.054399,5.5537486,0,0,29504.729,193756.66,0,18329.125
561,463.123023,5.5567045,16924.182,0,36297.312,67380.95,126727.61,0
562,167.1064981,5.5690227,17434.705,0,0,18543.92,178531.8,0
563,301.1640837,5.574955,0,0,0,0,32282.727,97650.31
564,653.1701442,5.588914,196824.12,0,882397.94,65457.137,2044669.8,0
565,683.1805745,5.595568,99872.81,0,241390.19,0,838550.6,0
566,274.106986,5.6006875,0,0,0,0,99752.945,0
567,904.33732,5.604329,0,56956.316,0,0,0,0
568,308.0912954,5.6065674,0,30946.918,0,0,0,14039.574
569,184.1330679,5.6088057,0,0,0,0,0,39170.953
570,544.2019467,5.6211996,0,0,257934.12,0,0,0
571,258.1121075,5.635844,0,0,0,22190.184,301400.53,0
572,245.1379619,5.638807,0,0,0,0,52795.07,167778.78
573,303.0858831,5.6407833,0,0,198715.95,15039.327,72493.89,0
574,420.1435176,5.6411924,0,28241.445,0,0,0,37140.19
575,554.2224975,5.643024,0,0,0,0,0,75641.31
576,463.1228711,5.6607704,0,0,399765.6,41416.39,25364.766,0
577,531.1491823,5.665825,0,0,0,57245.973,9670.313,0
578,623.1595306,5.6724195,0,0,154490.94,0,125373.984,0
579,448.2111876,5.6732683,0,0,0,0,0,40987.46
580,465.1386366,5.6881056,0,0,9447.56,0,139054.23,0
581,489.3140776,5.693167,34923.633,0,0,0,0,0
582,394.1280499,5.701146,0,37516.957,0,0,0,0
583,667.1854175,5.71242,0,0,204354.98,0,0,0
584,272.1278519,5.729113,0,0,0,0,40513.42,0
585,509.1288137,5.73009,11102.9795,0,0,0,102151.17,0
586,493.1335452,5.734142,0,0,42084.59,127264.65,39385.95,0
587,725.2273865,5.7416215,0,0,2725525.5,0,0,0
588,303.0859693,5.750243,0,0,104936.44,0,28511.98,0
589,302.1018289,5.7588644,0,0,0,0,118501.14,0
590,592.3714254,5.761835,11507.602,0,0,0,0,0
591,315.0856384,5.7637973,0,0,110577.91,3154147.5,941930.7,0
592,704.2329013,5.764947,0,55800.965,0,0,0,0
593,904.3375378,5.764947,0,71633.25,0,0,0,0
594,570.2541967,5.7652454,0,0,0,0,7979.456,268780.8
595,356.1848781,5.7716265,0,0,0,0,0,199189.08
596,500.191008,5.7930355,0,0,0,0,60590.742,0
597,351.070521,5.7954483,0,0,0,21702.955,299473.38,0
598,369.1174801,5.80637,0,55406.016,0,0,0,299676
599,407.0732427,5.810251,0,0,0,0,0,110698.07
600,177.054389,5.820562,0,0,13333.534,109439.586,226114.11,0
601,258.1121961,5.8226757,0,0,0,0,73793.65,0
602,611.1965798,5.825471,0,0,0,48957.977,31852.004,0
603,1095.297648,5.8282657,0,0,0,34840.76,0,0
604,708.2644695,5.83321,0,42990.836,0,0,0,0
605,338.1380053,5.869442,0,416184.28,0,0,0,58715.664
606,400.1232987,5.8899126,0,0,0,0,36609.45,0
607,306.1332591,5.9202003,0,0,0,0,27338.385,0
608,322.106738,5.934366,0,541091.75,0,0,0,169920.66
609,370.2005154,5.934366,0,148216.72,0,0,0,36523.805
610,579.1696797,5.936802,0,0,215830.17,0,0,0
611,755.2376599,5.936802,0,0,4662329.5,0,0,0
612,809.1566049,5.936802,0,0,126729.21,0,0,0
613,623.1588632,5.9632006,0,0,60048.555,0,7553.828,0
614,521.165212,5.9672594,0,0,0,241599.66,0,0
615,808.3156011,5.96757,0,38240.64,0,0,0,0
616,408.1432251,5.9706993,0,50244.688,0,0,0,47843.832
617,296.1277435,5.973829,0,0,0,0,0,70370.86
618,536.2121884,5.973829,0,0,0,0,0,86489.41
619,338.1380442,5.985465,0,9554003,0,0,0,978930.9
620,383.0966248,5.989247,0,0,0,0,140461.11,0
621,667.1858459,5.989247,0,0,0,0,84933.81,0
622,873.265052,5.994175,65839.51,0,0,0,35056.93,0
623,366.1909259,5.9991026,12597.537,0,0,0,0,0
624,505.2060901,6.0036793,0,0,0,0,0,218590.78
625,540.2436806,6.0036793,0,0,0,0,0,289221.47
626,162.0911532,6.018898,0,0,0,0,172696.16,0
627,531.149286,6.02298,0,0,0,332709.53,95200.55,0
628,209.1169609,6.0260124,0,0,0,0,7937.865,100024.83
629,262.1644738,6.0260124,0,0,0,0,9408.751,166522.78
630,177.0544424,6.0270624,0,0,0,78951.28,0,0
631,333.0962546,6.0270624,0,0,0,49612.78,0,0
632,639.191054,6.0270624,0,0,0,93695.555,0,0
633,320.0912585,6.029992,0,65708.7,0,0,0,7552.7305
634,372.1798169,6.029992,0,26756.44,0,0,0,300666.6
635,261.1116399,6.06398,0,0,2.06E+07,0,1016733.56,0
636,279.122289,6.06398,0,0,431536.25,0,22972.658,0
637,243.1011197,6.070677,0,0,2193775.5,0,0,0
638,296.1487419,6.070677,0,0,4347897.5,0,0,0
639,301.1040781,6.070677,0,0,527041.56,0,0,0
640,317.0778924,6.070677,0,0,567906.94,0,0,0
641,253.1793826,6.0871754,0,0,0,0,48073.246,0
642,265.1430658,6.0871754,0,0,0,0,62423.598,0
643,513.1387766,6.0892744,0,0,0,232391.9,48994.227,0
644,704.2327771,6.0927186,0,84784.3,0,0,0,0
645,422.15916,6.0952168,0,48482.184,0,0,0,33453.324
646,241.2033076,6.0965314,11843.089,69788.64,0,7260.6924,0,28465.2
647,519.1859839,6.0977144,0,0,0,0,0,58456.734
648,201.111943,6.123604,0,0,0,0,9529.42,69807.67
649,324.216494,6.1301165,0,0,0,0,0,97178.625
650,340.153916,6.1301165,0,0,0,0,0,124688.44
651,207.065023,6.1312675,48046.832,0,9337.672,89146.6,591348.25,0
652,501.1386594,6.1343136,0,0,66118.6,98960.51,0,0
653,177.0543794,6.1371765,0,0,63019.14,308511.12,130938.22,0
654,667.1858092,6.151584,0,0,0,0,94969.37,0
655,538.2283733,6.1602683,0,0,0,0,0,61494.598
656,859.2494088,6.1602764,79088.234,0,0,0,121857.05,0
657,531.1493411,6.169831,0,0,126626.81,1648887.4,363912.12,0
658,326.1381592,6.1812015,0,0,0,0,110766.69,0
659,961.2964355,6.189057,0,0,0,53546.2,0,0
660,856.316262,6.1934423,0,252461.6,0,0,0,0
661,886.3271696,6.1934423,0,33110.16,0,0,0,0
662,324.216439,6.2254634,0,0,0,0,0,105217.31
663,614.280276,6.2254634,0,0,0,0,0,37491.152
664,683.1812643,6.228486,0,0,11470.869,0,100179.52,0
665,322.1068031,6.259793,0,321902.28,0,0,0,34028.453
666,354.1694357,6.259793,0,82607.76,0,0,0,61138.19
667,607.164992,6.2683034,0,0,32880.07,104875.43,20066.629,0
668,406.2317639,6.268702,0,0,38353.773,0,0,0
669,248.1277846,6.278742,0,0,0,0,154809.27,0
670,667.1860075,6.278742,0,0,0,0,59490.34,0
671,653.1702787,6.288859,0,0,37231.855,0,135208.58,0
672,284.1276215,6.2899585,0,0,0,0,0,763103.1
673,201.0544151,6.295805,0,0,0,118284.41,0,0
674,704.2331263,6.312474,0,196106.61,0,0,0,18927.078
675,637.175555,6.3207855,12721.951,0,184464.67,981733.7,143307.64,0
676,356.1486817,6.322781,0,0,0,0,0,91741.414
677,572.269531,6.322781,0,0,0,0,0,193840.75
678,1109.31254,6.325715,0,0,0,61098.12,0,0
679,207.1377462,6.338854,0,0,0,0,391984.62,0
680,436.1749397,6.3430595,0,31774.055,0,0,0,29429.66
681,519.18554,6.353249,0,0,0,0,0,43590.805
682,536.2124877,6.353249,0,0,0,0,0,43450.562
683,433.1482927,6.3725834,0,0,0,0,423531.06,0
684,441.1177816,6.373894,0,0,62580.957,0,0,0
685,315.0853826,6.3807373,0,0,0,36611.617,17443.15,0
686,595.2009935,6.3807373,0,0,0,2878451,5554542.5,0
687,284.0577696,6.3879986,0,0,0,0,0,38708.348
688,554.2594047,6.418222,0,0,0,0,0,39246.46
689,356.1487424,6.4266496,0,15149.343,0,0,0,193959.6
690,448.1750194,6.4266496,0,22566.113,0,0,0,23708.895
691,229.1219519,6.433502,0,0,0,0,344491.53,0
692,532.195876,6.435077,0,34736.42,0,0,0,0
693,287.0908325,6.435985,0,0,1750498.9,170124.08,338512.9,0
694,247.132468,6.436363,71105.5,0,0,0,1211231.5,0
695,382.2582319,6.4485235,0,0,0,0,0,154362.97
696,449.1432021,6.459532,0,0,97171.11,0,191162.2,0
697,265.1431206,6.460186,0,0,0,0,273409.25,10967.339
698,704.2327076,6.4614563,0,19672.941,0,0,0,58048.633
699,253.142936,6.4727106,6848.207,0,0,0,111607.04,0
700,887.2802813,6.4727106,113382.234,0,0,0,100272.34,0
701,474.1545747,6.474389,0,68518.086,0,0,0,0
702,917.2910629,6.4781046,21979.691,0,0,0,0,0
703,352.1173915,6.48063,0,71828.01,0,0,0,114268.625
704,530.1805243,6.48063,0,67645.75,0,0,0,85680.57
705,314.1382402,6.488038,0,0,0,35853.41,0,28206.004
706,501.211371,6.510226,0,0,64982.23,0,6286.6147,31800.156
707,436.1748817,6.510701,0,38788.02,0,0,0,61609.44
708,165.1271854,6.5269737,0,0,0,0,32649.846,0
709,209.1532545,6.5269737,0,0,0,0,602336,0
710,306.133106,6.5269737,0,0,0,0,349262.38,0
711,343.116942,6.5269737,0,0,0,0,55207.93,0
712,887.2803881,6.5299172,135915.11,0,0,21442.625,189945.44,0
713,259.0960753,6.536727,0,0,274497.7,0,5714.5874,0
714,595.2012661,6.536727,0,0,2084404.8,0,21268.256,0
715,681.2019413,6.5411015,0,0,0,46944.133,14655.796,0
716,477.1966339,6.5422287,9425.635,14599.454,0,11663.299,11059.256,0
717,494.222705,6.5443344,32874.41,57681.01,300571.78,42278.58,47006.54,66006.1
718,422.1592734,6.54529,0,14890.474,0,0,0,31089.518
719,277.1066939,6.5464797,0,0,204368.33,0,0,0
720,436.123084,6.5464797,0,0,139475.33,0,0,0
721,345.0963717,6.5625687,0,0,0,0,25774.232,0
722,667.1854632,6.565571,6190.517,0,12402.119,11799.197,155634.17,0
723,516.2010573,6.577739,0,13394.806,0,0,0,6090.866
724,505.2060479,6.5802794,0,0,0,0,0,54550.35
725,521.2010745,6.5802794,0,0,0,0,0,250994.69
726,568.2380061,6.5802794,0,0,0,0,0,68075.71
727,315.0858096,6.5909758,0,0,0,273304.7,65991.23,0
728,452.1697219,6.608091,0,39972.254,0,0,0,11899.36
729,293.1955679,6.614367,24341.645,0,19570.773,19748.748,18953.617,18474.059
730,695.2172485,6.6156316,51456.062,0,0,0,312691.22,0
731,273.0318032,6.6169457,17827.7,0,0,23095.96,10074.2295,14375.982
732,790.2542239,6.622829,0,0,0,187419.36,0,0
733,309.0964574,6.6248207,0,0,0,71454.06,11491.742,0
734,773.2276364,6.6248207,0,0,0,455413.28,78211.94,0
735,553.1544872,6.6329093,39000.61,0,0,0,464291.9,0
736,711.2121221,6.641517,0,0,0,34491.4,1099931.4,0
737,503.1905959,6.6421385,0,50270.562,0,0,0,130676.3
738,418.1851614,6.644381,0,0,0,0,0,86814.2
739,536.2492771,6.6490765,0,0,185398,24438,0,0
740,494.2223558,6.6523986,0,0,0,9508.093,10275.051,11820.588
741,530.1805832,6.6715755,0,25099.992,0,0,0,23697.861
742,352.1536704,6.675395,0,2.41E+07,29739.492,0,29422.824,2979280.8
743,336.1955644,6.6869674,0,0,0,38361.09,0,0
744,247.0961415,6.7063622,0,0,482118.3,0,0,0
745,461.1797618,6.707554,0,0,0,0,0,107287.25
746,503.1906148,6.716696,0,0,0,13045.911,0,259856.64
747,221.0806201,6.720656,0,0,0,0,313749.12,0
748,384.2951298,6.7230945,35032.375,0,29935.568,23642.803,29016.61,0
749,436.1234049,6.7311172,0,0,67186.64,16326.129,0,0
750,567.3496217,6.7403345,0,0,1160101,0,0,0
751,589.3313686,6.7403345,0,0,198186.47,0,0,0
752,605.3052324,6.7403345,0,0,117140.305,0,0,0
753,211.1690676,6.7450037,11417.2705,0,0,0,174515.34,0
754,242.1171937,6.7504854,0,0,0,0,280084.5,0
755,507.1499025,6.755872,0,0,0,30197.277,0,0
756,383.0756324,6.7629642,0,0,112005.84,20758.143,0,0
757,304.0974263,6.76546,0,148790.14,0,0,0,0
758,320.0914362,6.76546,0,497018.1,0,0,0,0
759,337.125096,6.76546,0,4.06E+07,0,0,0,0
760,472.1747855,6.765877,0,0,0,0,0,133486.53
761,278.0804083,6.7831664,0,305881.53,0,0,0,70409.74
762,306.0766803,6.7831664,0,164752.1,0,0,0,32593.887
763,345.0964169,6.7856236,0,0,0,210661.8,44136.65,0
764,653.2072469,6.790458,0,0,0,55739.184,0,0
765,336.1225711,6.8005843,11385.406,2.06E+08,541301,0,89202.56,5.21E+07
766,545.1651143,6.8249288,0,0,0,69635.984,0,0
767,697.1963569,6.82719,0,0,186140.16,44805.527,1458622.8,0
768,191.142794,6.8290334,11398.348,0,0,0,180890.89,0
769,203.0336265,6.838387,0,0,434670.4,0,0,0
770,333.0597555,6.847664,0,0,0,0,48657.113,0
771,515.1541503,6.8510866,0,0,0,143272.52,30720.957,0
772,584.2697052,6.8528814,0,0,0,58321.35,0,34590.332
773,461.1797351,6.8569164,0,0,0,20534.977,0,295768.7
774,352.15323,6.858053,0,90170.75,0,0,0,0
775,520.2173015,6.858106,0,0,98156.81,218880.05,37122.43,2502244.2
776,530.1800258,6.8586884,0,584213.3,0,0,0,433141.66
777,503.1905352,6.861587,0,0,30342.807,70832.76,0,1014784.06
778,287.0548322,6.8780766,0,0,25981.508,0,54086.535,0
779,303.0495897,6.885225,0,0,0,0,49076.848,0
780,345.0963651,6.886347,0,0,0,94734.586,25807.465,0
781,468.2005402,6.8903913,0,0,0,0,0,93698.34
782,219.0649307,6.9101615,0,0,291193.66,0,88617.06,0
783,291.1223029,6.9101615,0,0,496847.97,0,146731.34,0
784,309.0864488,6.9149575,0,0,0,0,605509.56,0
785,653.2072831,6.91783,0,0,0,15429.209,0,0
786,308.2214428,6.9225907,0,45328.676,0,0,0,2137020.2
787,488.2059634,6.9252863,0,79248.23,0,0,0,0
788,536.2272687,6.9252863,0,80867.57,0,0,0,0
789,212.1642573,6.943654,8062.413,0,13466.209,16631.969,13141.711,14061.692
790,328.1535352,6.947339,0,0,0,0,70616.97,25703.283
791,545.165246,6.959735,0,0,19664.23,234839.84,0,0
792,267.1950457,6.977571,0,0,0,0,130343.25,0
793,190.0860394,6.9887695,0,0,0,0,0,289335.3
794,546.2115478,6.9898043,0,50111.637,0,0,0,22185.902
795,247.0963811,7.002806,0,0,65832.75,0,0,0
796,581.1857951,7.0040054,231531.12,0,12359.169,0,2486763.2,0
797,391.6611911,7.0068283,0,0,0,0,111060.984,0
798,728.3966358,7.009363,324299.2,0,0,687593.2,3362465.8,0
799,750.378572,7.009363,66479.58,0,0,181488.1,458540.97,0
800,766.3525365,7.01166,0,0,0,55467.266,182008.1,0
801,227.1273629,7.0128107,0,0,0,0,69241.78,144679.03
802,366.1697084,7.021581,0,28427.16,0,0,0,0
803,651.1907694,7.0277624,0,0,0,106214.03,40117.67,0
804,505.2063221,7.057213,0,22803.129,0,0,0,122791.67
805,522.2333214,7.057213,0,40387.21,0,0,0,111524.95
806,702.2175956,7.061132,0,33457.137,0,0,0,0
807,603.1672181,7.068461,0,0,0,0,120455.43,0
808,436.1236574,7.0733366,0,0,64706.85,0,0,0
809,1005.323055,7.080719,0,0,0,18146.678,0,0
810,198.1486843,7.08347,0,0,0,0,0,202354.5
811,554.2595504,7.08347,0,0,0,0,0,130251.695
812,536.2275424,7.0919924,0,70576.41,0,0,0,0
813,341.1376516,7.0981836,0,0,0,0,62047.86,0
814,375.1067916,7.1042585,0,0,0,161688.38,45729.484,0
815,329.1015187,7.1236086,0,0,0,2706058.5,369935.75,0
816,237.1481916,7.1368837,0,0,0,0,20932.387,0
817,450.1907226,7.1393356,0,176563.81,0,0,0,141214.06
818,1083.296336,7.1420555,0,0,0,43184.3,0,0
819,545.2381129,7.143538,0,0,46094.97,0,0,0
820,580.2753242,7.143538,0,0,69581.82,0,0,0
821,601.2045802,7.143538,0,0,20959.812,0,0,0
822,522.2341847,7.1479163,0,0,0,0,0,334611.84
823,436.1749152,7.1696596,0,25558.21,0,0,0,43798.715
824,361.1276447,7.1723514,0,0,0,88353.086,0,0
825,350.1381904,7.204028,0,514311.25,0,0,0,126783.56
826,586.2853237,7.216089,0,0,0,0,0,53742.45
827,787.243401,7.2187243,0,0,0,395527.97,79164.13,0
828,360.2374302,7.223342,0,0,0,0,12645.011,73465.984
829,487.1957165,7.2235446,0,15075.422,0,0,0,222880.72
830,505.2061583,7.2235446,0,32614.602,0,0,0,565067.06
831,390.0765271,7.2305946,0,0,0,0,154672.78,0
832,747.2085026,7.2305946,0,0,0,0,171989.03,0
833,725.2270429,7.230923,1191995.5,0,0,0,1.16E+07,0
834,323.112037,7.2408624,0,0,0,109017.25,0,0
835,423.2351839,7.2442837,0,0,9516.318,0,0,0
836,651.191311,7.2715077,0,0,0,127771.44,0,0
837,244.0965335,7.2973857,0,0,0,0,66819.14,0
838,277.1281427,7.307434,14834.758,18722.559,15260.22,15668.6875,0,22590.037
839,299.1098763,7.3079786,9323.566,0,8906.2295,0,0,0
840,384.107102,7.322907,0,210390.05,0,0,0,2367756.5
841,725.2277214,7.329669,4797.111,0,0,0,53997.934,0
842,456.179955,7.330871,0,135005.45,0,0,0,0
843,563.1578423,7.365931,0,0,0,20113.69,0,0
844,269.1743724,7.367163,0,22230.24,0,0,74839,104075.87
845,422.3101777,7.367163,0,16846.863,0,0,58048.312,123501.555
846,427.2658617,7.367163,0,10312.866,0,0,69208.266,144749.8
847,487.1940994,7.382606,0,0,0,0,0,549729.9
848,636.2792664,7.382606,0,0,0,0,0,134367.16
849,545.2377769,7.384679,0,0,97939.25,0,0,0
850,594.2904266,7.384679,0,0,64402.938,0,0,0
851,601.2041655,7.384679,0,0,76168.88,0,0,0
852,486.1907762,7.388945,0,1823857.6,10409.946,0,0,1405729.6
853,336.1223576,7.391079,0,347818.28,0,0,0,248642.19
854,208.0964146,7.3919544,0,0,0,0,345500.1,0
855,580.2748615,7.394511,0,0,331761.2,35213.79,0,0
856,329.1014594,7.403624,0,0,224743.61,3138793.2,1740616.2,0
857,209.08047,7.4126315,0,0,0,9534.583,392928.9,21894.686
858,681.2012951,7.434021,0,0,0,396841.7,0,0
859,191.1639714,7.444883,37974.547,33417.676,27016.553,32469.967,24960.12,31467.469
860,505.2051457,7.4501386,0,8421.193,5175.3975,0,0,669512
861,190.1258016,7.4681497,7859.1787,0,0,10749.366,90934.75,10987.248
862,305.1017208,7.4733224,0,0,0,12475.72,0,0
863,502.2215169,7.485689,0,82317.06,0,0,0,45586.047
864,289.1643658,7.4915404,11353.99,11818.291,11221.424,0,10078.64,0
865,694.2639673,7.4950075,0,32031.748,0,0,0,0
866,501.1750026,7.500341,0,5704.346,0,0,0,109064.74
867,550.2431892,7.503857,0,82692.234,0,0,0,89440.41
868,321.0927938,7.5056744,0,0,0,0,0,73656.37
869,522.232464,7.5056744,0,0,0,0,0,1177401.1
870,522.2545994,7.5236444,13811.38,0,0,0,26663.857,0
