row ID,row m/z,row retention time,Dta-ap Peak area,Dbh-w Peak area,Dax-tl Peak area,Dgr-ap Peak area,Dfe-w Peak area,Dgem-w Peak area,Dgi-w Peak area,Dac-tl Peak area,Dyu-w Peak area,Dau-tl Peak area,Dre-tl Peak area,Dpa-tl Peak area,Dpe-w Peak area,Dat-ls Peak area,Dki-w Peak area,Dho-w Peak area,Dde-w Peak area,Dod-fr Peak area,Dod-b Peak area,Dod-l Peak area,Dod-r Peak area,Dod-s Peak area,Dje-fr Peak area,Dje-ft Peak area,Dge-fr Peak area,Dps-fr Peak area,Dps-ft Peak area,Dpo-fr Peak area,Dpo-l Peak area,Dpo-s Peak area,Wdo-w Peak area,Wla-w Peak area,Wsc-w Peak area,Wpi-w Peak area,Wli-w Peak area,Wpa-w Peak area,Win-l Peak area,Win-s Peak area,Wca-w Peak area,Wal-w Peak area,Wli-ap Peak area,Wli-r Peak area,Wst-w Peak area,Wnu-w Peak area,Wlu-w Peak area,Wmi-tl Peak area,Wde-w Peak area,Wtr Peak area,Ega-w Peak area,Eal-w Peak area,Ech-ft Peak area,Ech-b Peak area,Ech-l Peak area,Ech-s Peak area,Ech-fr Peak area,Sch-r Peak area,D Score,MD Score,type
64.0,589.2426758,8.759020519,8552750.264,0.0,0.0,14700000.0,0.0,0.0,0.0,0.0,0.0,4408618.444,0.0,18800000.0,0.0,0.0,0.0,1012667.304,3683774.349,0.0,0.0,0.0,0.0,0.0,0.0,11700000.0,1094980.917,0.0,8543794.157,0.0,0.0,0.0,0.0,5454763.037,5245760.984,0.0,6081442.354,0.0,0.0,0.0,0.0,0.0,15400000.0,4805281.9,0.0,0.0,1714062.55,0.0,27200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,D
69.0,529.2796797,9.501969309,443000000.0,149000000.0,0.0,2511430.635,4816002.84,14400000.0,32300000.0,11600000.0,1528258.987,1380598.147,605000000.0,32600000.0,9349603.644,22800000.0,0.0,0.0,1107313.411,0.0,0.0,0.0,480643.791,0.0,0.0,10200000.0,23700000.0,0.0,28100000.0,19600000.0,124000000.0,720000000.0,3433865.808,23500000.0,4040678.236,0.0,203000000.0,0.0,303339.3,2402805.255,0.0,0.0,0.0,0.0,434836.2304,0.0,13200000.0,0.0,0.0,0.0,644126.0514,16100000.0,69600000.0,0.0,0.0,0.0,1886185.496,0.0,12,0,D
71.0,755.3424988,13.330503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7003271.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,D
74.0,729.3261719,12.808975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8510421.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,D
79.0,817.3795013,11.19713725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613768.7254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7702782.099,0.0,0.0,9942707.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836336.1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,17,MD
81.0,533.2157593,8.7321093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7304096.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,D
87.0,753.3264771,12.605351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8170081.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,D
94.0,533.310957,11.58239038,0.0,4593010.794,1789809.077,8652590.911,0.0,0.0,0.0,0.0,565355.096,9050248.285,63500000.0,58800000.0,1150000000.0,2351239.461,0.0,19400000.0,8308489.898,0.0,0.0,0.0,0.0,0.0,0.0,8466141.343,0.0,0.0,21500000.0,92700000.0,537000000.0,1480000000.0,2531746.995,6698512.958,24900000.0,1517641.615,54900000.0,2580504.696,61600000.0,932000000.0,0.0,508729.1271,0.0,0.0,2514798.257,3043445.78,1586400.679,0.0,0.0,0.0,1674118.938,823402.4212,0.0,0.0,0.0,0.0,3282172.279,44000000.0,18,0,D
103.0,643.2894135,9.51624045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5585230.096,0.0,0.0,102000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,D
112.0,953.3941193,8.96175275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5384303.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764773.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,18,MD
121.0,585.2692806,8.201575964,4793473.509,24800000.0,1363026.636,0.0,1112790.929,0.0,5455394.207,59700000.0,0.0,0.0,1807320.183,23600000.0,0.0,26000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1083240.421,0.0,0.0,5215697.459,0.0,0.0,0.0,0.0,123000000.0,380000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284204.4972,0.0,16,0,D
127.0,653.3309583,10.38125097,560639.7952,1609257.863,0.0,9440233.956,1921272.007,0.0,2391233.071,11500000.0,1859725.618,0.0,7132395.393,13100000.0,2812239.308,0.0,0.0,13500000.0,706173.729,0.0,0.0,0.0,1998473.375,327497.1948,0.0,11600000.0,339863.2789,0.0,19500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5277584.847,0.0,0.0,0.0,0.0,0.0,0.0,273537.9249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15,MD
128.0,655.3468918,11.91355465,15300000.0,0.0,0.0,1816881.756,0.0,0.0,8674437.657,561473.5009,0.0,0.0,324806.0234,6916150.57,508670.7463,0.0,0.0,213020.6652,8975065.81,0.0,0.0,0.0,226533.1684,0.0,0.0,4574339.52,210000000.0,0.0,27300000.0,0.0,0.0,221371.0585,0.0,279974.3915,0.0,0.0,7218157.915,0.0,0.0,0.0,0.0,0.0,57700000.0,17400000.0,0.0,0.0,4432109.125,0.0,42700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,D
140.0,631.2528127,7.943768733,0.0,0.0,0.0,4279908.502,0.0,0.0,0.0,0.0,0.0,0.0,48500000.0,0.0,0.0,1423720.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500868.258,0.0,0.0,1270549.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215932.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,D
148.0,651.3158841,10.91249433,909944.4766,0.0,0.0,0.0,0.0,0.0,339700.5655,0.0,0.0,0.0,3685029.219,962348.0813,3254042.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219763.7811,0.0,0.0,2837368.909,0.0,0.0,1243430.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348375.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,D
151.0,617.2742351,9.58790245,76200000.0,293730.6199,0.0,15500000.0,5036092.432,2281855.805,8085462.603,10200000.0,3200193.241,0.0,37300000.0,21300000.0,0.0,955674.2771,0.0,0.0,0.0,0.0,0.0,0.0,9527106.89,0.0,0.0,3735298.465,0.0,0.0,102000000.0,0.0,0.0,0.0,0.0,0.0,6463882.729,0.0,240170.8275,0.0,0.0,0.0,0.0,0.0,14700000.0,0.0,15400000.0,0.0,4488515.587,0.0,325074.8925,0.0,210867.575,0.0,0.0,0.0,0.0,0.0,777245.292,0.0,22,0,D
157.0,834.4063314,11.19190967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3592756.855,0.0,0.0,5598968.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442359.7474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,MD
160.0,719.3421021,12.903612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4088988.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,D
162.0,637.3366462,11.04354856,2309543.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603266.0852,1240887.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079827.251,0.0,0.0,25300000.0,0.0,0.0,0.0,0.0,0.0,484252.2417,0.0,455119.245,0.0,0.0,0.0,0.0,0.0,0.0,1001135.221,0.0,0.0,0.0,0.0,3259420.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,D
177.0,487.2333088,4.410250669,0.0,1763859.111,520582.0003,0.0,2669912.889,0.0,11000000.0,521507.5503,5046160.412,0.0,0.0,13600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2273767.606,257569.9725,0.0,30900000.0,0.0,0.0,0.0,280982.4258,0.0,172435.2802,0.0,27000000.0,0.0,0.0,0.0,0.0,0.0,31000000.0,14700000.0,0.0,0.0,0.0,0.0,833364.9289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,D
181.0,577.2425232,6.8610038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3445715.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,D
188.0,661.2998962,10.209489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3853386.24,0.0,0.0,112000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,D
191.0,653.3317784,10.84771064,705032.8282,0.0,0.0,0.0,0.0,931900.8308,0.0,0.0,0.0,0.0,0.0,879920.2736,58600000.0,0.0,0.0,513439.6919,0.0,0.0,0.0,0.0,931000.4047,0.0,0.0,2574582.541,0.0,0.0,3307537.049,0.0,4076848.965,1999763.494,0.0,0.0,0.0,0.0,386031.4912,0.0,0.0,367446.965,0.0,0.0,847010.1496,0.0,0.0,0.0,0.0,0.0,525913.0829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18,MD
209.0,643.2894287,9.2292905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723718.916,0.0,0.0,57000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,D
