row ID,row m/z,row retention time,Dta-ap Peak area,Dbh-w Peak area,Dax-tl Peak area,Dgr-ap Peak area,Dfe-w Peak area,Dgem-w Peak area,Dgi-w Peak area,Dac-tl Peak area,Dyu-w Peak area,Dau-tl Peak area,Dre-tl Peak area,Dpa-tl Peak area,Dpe-w Peak area,Dat-ls Peak area,Dki-w Peak area,Dho-w Peak area,Dde-w Peak area,Dod-fr Peak area,Dod-b Peak area,Dod-l Peak area,Dod-r Peak area,Dod-s Peak area,Dje-fr Peak area,Dje-ft Peak area,Dge-fr Peak area,Dps-fr Peak area,Dps-ft Peak area,Dpo-fr Peak area,Dpo-l Peak area,Dpo-s Peak area,Wdo-w Peak area,Wla-w Peak area,Wsc-w Peak area,Wpi-w Peak area,Wli-w Peak area,Wpa-w Peak area,Win-l Peak area,Win-s Peak area,Wca-w Peak area,Wal-w Peak area,Wli-ap Peak area,Wli-r Peak area,Wst-w Peak area,Wnu-w Peak area,Wlu-w Peak area,Wmi-tl Peak area,Wde-w Peak area,Wtr Peak area,Ega-w Peak area,Eal-w Peak area,Ech-ft Peak area,Ech-b Peak area,Ech-l Peak area,Ech-s Peak area,Ech-fr Peak area,Sch-r Peak area,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,C10 loss,C10 loss_ion_pair,C10 loss_intensity_pair,C10 loss_score,C14 loss,C14 loss_ion_pair,C14 loss_intensity_pair,C14 loss_score,C9 loss,C9 loss_ion_pair,C9 loss_intensity_pair,C9 loss_score,C3 loss,C3 loss_ion_pair,C3 loss_intensity_pair,C3 loss_score,C2 loss,C2 loss_ion_pair,C2 loss_intensity_pair,C2 loss_score,C7 loss,C7 loss_ion_pair,C7 loss_intensity_pair,C7 loss_score,C5 loss,C5 loss_ion_pair,C5 loss_intensity_pair,C5 loss_score,C4 loss,C4 loss_ion_pair,C4 loss_intensity_pair,C4 loss_score,C10 ion,C10 ion_intensity,C10 ion_score,C14 ion,C14 ion_intensity,C14 ion_score,C15 ion,C15 ion_intensity,C15 ion_score,C16 ion,C16 ion_intensity,C16 ion_score,C17 ion,C17 ion_intensity,C17 ion_score,C18 ion,C18 ion_intensity,C18 ion_score,C19 ion,C19 ion_intensity,C19 ion_score,C20 ion,C20 ion_intensity,C20 ion_score,C27 ion,C27 ion_intensity,C27 ion_score,Acyl A ion,Acyl A ion_intensity,Acyl A ion_score,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,R8_id,Total Score,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score
796,730.3792,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200392.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5344557.997,0,19,MD,C39H55O12N1,possibly undescribed,none,[M+NH4]+,none,C10H16O2,C30H36O5 / C20H20O3,15000.0 / 6700.0,0.0615,none,none,none,none,C9H16O2,C29H36O5 / C20H20O3,6700.0 / 6700.0,0.067,C3H4O2,C30H38O6 / C27H34O4,26000.0 / 8000.0,0.0826,C2H4O2,C32H42O8 / C30H38O6,4600.0 / 26000.0,0.0638,C7H6O2,C37H46O9 / C30H40O7,7400.0 / 16000.0,0.0674,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C18H18O1,2700.00,0.0270,C19H20O2,4700.00,0.0470,C20H18O2,10000.00,0.1000,C27H34O4,8000.00,0.0800,C7H4O,16000.00,0.1600,13.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with one substituent,3,"C2,C5",C2*2+C5*1,"acyl(0.06),benzoyl(0.07),benzoyl(0.16)","acyl,acyl,2-methylbutyryl",A8,B1,C1,M3,R1,R1,R4,none,none,none,none,none,0.5538,A8B1C1M3,,,,0.0,Top2,0.892
796,730.3792,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200392.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5344557.997,0,19,MD,C39H55O12N1,possibly undescribed,none,[M+NH4]+,none,C10H16O2,C30H36O5 / C20H20O3,15000.0 / 6700.0,0.0615,none,none,none,none,C9H16O2,C29H36O5 / C20H20O3,6700.0 / 6700.0,0.067,C3H4O2,C30H38O6 / C27H34O4,26000.0 / 8000.0,0.0826,C2H4O2,C32H42O8 / C30H38O6,4600.0 / 26000.0,0.0638,C7H6O2,C37H46O9 / C30H40O7,7400.0 / 16000.0,0.0674,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C18H18O1,2700.00,0.0270,C19H20O2,4700.00,0.0470,C20H18O2,10000.00,0.1000,C27H34O4,8000.00,0.0800,C7H4O,16000.00,0.1600,13.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with one substituent,2,"C2,C7",C2*1+C7*1,"acyl(0.06),benzoyl(0.07),benzoyl(0.16)","acyl,benzoyl",A8,B1,C1,M3,R1,R92,none,none,none,none,none,none,0.5538,A8B1C1M3,c7ccccc7C(=O)OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(C)C(OC(=O)C)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01143297,C39H52O11,696.834,Top2,0.892
796,730.3792,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200392.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5344557.997,0,19,MD,C39H55O12N1,possibly undescribed,none,[M+NH4]+,none,C10H16O2,C30H36O5 / C20H20O3,15000.0 / 6700.0,0.0615,none,none,none,none,C9H16O2,C29H36O5 / C20H20O3,6700.0 / 6700.0,0.067,C3H4O2,C30H38O6 / C27H34O4,26000.0 / 8000.0,0.0826,C2H4O2,C32H42O8 / C30H38O6,4600.0 / 26000.0,0.0638,C7H6O2,C37H46O9 / C30H40O7,7400.0 / 16000.0,0.0674,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C18H18O1,2700.00,0.0270,C19H18O1,7100.00,0.0710,C20H22O4,2300.00,0.0230,C27H34O4,8000.00,0.0800,C7H4O,16000.00,0.1600,13.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,3,"C2,C4",C2*1+C4*2,"acyl(0.06),benzoyl(0.07),benzoyl(0.16)","acyl,isobutyryl,isobutyryl",A6,B1,C1,M1,R1,R3,R3,none,none,none,none,none,0.5438,A6B1C1M1,,,,0.0,Top3,0.876
796,730.3792,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200392.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5344557.997,0,19,MD,C39H55O12N1,possibly undescribed,none,[M+NH4]+,none,C10H16O2,C30H36O5 / C20H20O3,15000.0 / 6700.0,0.0615,none,none,none,none,C9H16O2,C29H36O5 / C20H20O3,6700.0 / 6700.0,0.067,C3H4O2,C30H38O6 / C27H34O4,26000.0 / 8000.0,0.0826,C2H4O2,C32H42O8 / C30H38O6,4600.0 / 26000.0,0.0638,C7H6O2,C37H46O9 / C30H40O7,7400.0 / 16000.0,0.0674,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C18H18O1,2700.00,0.0270,C19H20O2,4700.00,0.0470,C20H22O4,2300.00,0.0230,C27H34O4,8000.00,0.0800,C7H4O,16000.00,0.1600,13.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,2,C5,C5*2,"acyl(0.06),benzoyl(0.07),benzoyl(0.16)","2-methylbutyryl,2-methylbutyryl",A6,B1,C1,M1,R4,R4,none,none,none,none,none,none,0.5438,A6B1C1M1,,,,0.0,Top3,0.876
796,730.3792,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200392.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5344557.997,0,19,MD,C39H55O12N1,possibly undescribed,none,[M+NH4]+,none,C10H16O2,C30H36O5 / C20H20O3,15000.0 / 6700.0,0.0615,none,none,none,none,C9H16O2,C29H36O5 / C20H20O3,6700.0 / 6700.0,0.067,C3H4O2,C30H38O6 / C27H34O4,26000.0 / 8000.0,0.0826,C2H4O2,C32H42O8 / C30H38O6,4600.0 / 26000.0,0.0638,C7H6O2,C37H46O9 / C30H40O7,7400.0 / 16000.0,0.0674,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C18H18O1,2700.00,0.0270,C19H18O1,7100.00,0.0710,C20H22O4,2300.00,0.0230,C27H34O4,8000.00,0.0800,C7H4O,16000.00,0.1600,13.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with one substituent,2,"C2,C7",C2*1+C7*1,"acyl(0.06),benzoyl(0.07),benzoyl(0.16)","acyl,benzoyl",A6,B1,C1,M3,R1,R92,none,none,none,none,none,none,0.4768,A6B1C1M3,,,,0.0,Top4,0.768
796,730.3792,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200392.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5344557.997,0,19,MD,C39H55O12N1,possibly undescribed,none,[M+NH4]+,none,C10H16O2,C30H36O5 / C20H20O3,15000.0 / 6700.0,0.0615,none,none,none,none,C9H16O2,C29H36O5 / C20H20O3,6700.0 / 6700.0,0.067,C3H4O2,C30H38O6 / C27H34O4,26000.0 / 8000.0,0.0826,C2H4O2,C32H42O8 / C30H38O6,4600.0 / 26000.0,0.0638,C7H6O2,C37H46O9 / C30H40O7,7400.0 / 16000.0,0.0674,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C18H18O1,2700.00,0.0270,C19H18O1,7100.00,0.0710,C20H22O4,2300.00,0.0230,C27H34O4,8000.00,0.0800,C7H4O,16000.00,0.1600,13.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with one substituent,3,"C2,C5",C2*2+C5*1,"acyl(0.06),benzoyl(0.07),benzoyl(0.16)","acyl,acyl,2-methylbutyryl",A6,B1,C1,M3,R1,R1,R4,none,none,none,none,none,0.4768,A6B1C1M3,,,,0.0,Top4,0.768
799,669.3264,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454057.007,24100000.0,0.0,0.0,179185.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183258.222,0.0,1827945.691,3298309.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702798.457,19,28,MD,C37H48O11,possibly undescribed,(DA45)std_daphnepedunin D isomer,[M+H]+,"799,3524",C10H18O2,C30H36O6 / C20H18O4,54000.0 / 28000.0,0.2509,C14H24O2,C30H36O6 / C16H12O4,54000.0 / 2300.0,0.0992,C9H16O2,C29H34O4 / C20H18O2,38000.0 / 3800.0,0.0793,C3H4O2,C30H38O7 / C27H34O5,36000.0 / 55000.0,0.321,none,none,none,none,C7H6O2,C37H48O11 / C30H42O9,21000.0 / 29000.0,0.1894,C5H10O2,C25H28O2 / C20H18O4,7800.0 / 28000.0,0.0841,C4H8O2,C26H28O4 / C22H20O2,5200.0 / 4700.0,0.045,none,none,none,C14H14O3,2700.00,0.0270,none,none,none,C16H16O3,3500.00,0.0350,C17H14O2,17000.00,0.1700,C18H16O2,15000.00,0.1500,C19H18O3,20000.00,0.2000,C20H20O5,12000.00,0.1200,C27H34O5,55000.00,0.5500,C7H4O,32000.00,0.3200,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C14 ring with an olenfinic,0,others,,"benzoyl(0.19),benzoyl(0.32)",none,A6,B1,C6,M7,none,none,none,none,none,none,none,none,2.1196,A6B1C6M7,OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C2O)C6C1(O4)C(CO)C(O)C3(C(=C)C)O5,PD01121585,C34H50O10,618.764,Top1,1.0
799,669.3264,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454057.007,24100000.0,0.0,0.0,179185.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183258.222,0.0,1827945.691,3298309.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702798.457,19,28,MD,C37H48O11,possibly undescribed,(DA45)std_daphnepedunin D isomer,[M+H]+,"799,3524",C10H18O2,C30H36O6 / C20H18O4,54000.0 / 28000.0,0.2509,C14H24O2,C30H36O6 / C16H12O4,54000.0 / 2300.0,0.0992,C9H16O2,C29H34O4 / C20H18O2,38000.0 / 3800.0,0.0793,C3H4O2,C30H38O7 / C27H34O5,36000.0 / 55000.0,0.321,none,none,none,none,C7H6O2,C37H48O11 / C30H42O9,21000.0 / 29000.0,0.1894,C5H10O2,C25H28O2 / C20H18O4,7800.0 / 28000.0,0.0841,C4H8O2,C26H28O4 / C22H20O2,5200.0 / 4700.0,0.045,none,none,none,C14H14O3,2700.00,0.0270,none,none,none,C16H16O3,3500.00,0.0350,C17H14O2,17000.00,0.1700,C18H16O2,15000.00,0.1500,C19H18O3,20000.00,0.2000,C20H20O5,12000.00,0.1200,C27H34O5,55000.00,0.5500,C7H4O,32000.00,0.3200,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C9 ring with no substituent,2,C4,C4*2,"benzoyl(0.19),benzoyl(0.32)","isobutyryl,isobutyryl",A6,B1,C6,M1,R3,R3,none,none,none,none,none,none,2.0997,A6B1C6M1,OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C2O)C6C1(O4)C(COC(=O)CCC)C(OC(=O)CCC)C3(C(=C)C)O5,PD01153637,C37H54O12,690.827,Top2,0.991
799,669.3264,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454057.007,24100000.0,0.0,0.0,179185.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183258.222,0.0,1827945.691,3298309.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702798.457,19,28,MD,C37H48O11,possibly undescribed,(DA45)std_daphnepedunin D isomer,[M+H]+,"799,3524",C10H18O2,C30H36O6 / C20H18O4,54000.0 / 28000.0,0.2509,C14H24O2,C30H36O6 / C16H12O4,54000.0 / 2300.0,0.0992,C9H16O2,C29H34O4 / C20H18O2,38000.0 / 3800.0,0.0793,C3H4O2,C30H38O7 / C27H34O5,36000.0 / 55000.0,0.321,none,none,none,none,C7H6O2,C37H48O11 / C30H42O9,21000.0 / 29000.0,0.1894,C5H10O2,C25H28O2 / C20H18O4,7800.0 / 28000.0,0.0841,C4H8O2,C26H28O4 / C22H20O2,5200.0 / 4700.0,0.045,none,none,none,C14H14O3,2700.00,0.0270,none,none,none,C16H16O3,3500.00,0.0350,C17H14O2,17000.00,0.1700,C18H16O2,15000.00,0.1500,C19H18O3,20000.00,0.2000,C20H20O5,12000.00,0.1200,C27H34O5,55000.00,0.5500,C7H4O,32000.00,0.3200,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C9 ring with no substituent,3,"C2,C4",C2*2+C4*1,"benzoyl(0.19),benzoyl(0.32)","acyl,acyl,isobutyryl",A6,B1,C6,M1,R1,R1,R3,none,none,none,none,none,2.0997,A6B1C6M1,,,,0.0,Top2,0.991
799,669.3264,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454057.007,24100000.0,0.0,0.0,179185.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183258.222,0.0,1827945.691,3298309.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702798.457,19,28,MD,C37H48O11,possibly undescribed,(DA45)std_daphnepedunin D isomer,[M+H]+,"799,3524",C10H18O2,C30H36O6 / C20H18O4,54000.0 / 28000.0,0.2509,C14H24O2,C30H36O6 / C16H12O4,54000.0 / 2300.0,0.0992,C9H16O2,C29H34O4 / C20H18O2,38000.0 / 3800.0,0.0793,C3H4O2,C30H38O7 / C27H34O5,36000.0 / 55000.0,0.321,none,none,none,none,C7H6O2,C37H48O11 / C30H42O9,21000.0 / 29000.0,0.1894,C5H10O2,C25H28O2 / C20H18O4,7800.0 / 28000.0,0.0841,C4H8O2,C26H28O4 / C22H20O2,5200.0 / 4700.0,0.045,none,none,none,C14H14O3,2700.00,0.0270,none,none,none,C16H16O3,3500.00,0.0350,C17H14O2,17000.00,0.1700,C18H16O2,15000.00,0.1500,C19H18O3,20000.00,0.2000,C20H20O5,12000.00,0.1200,C27H34O5,55000.00,0.5500,C7H4O,32000.00,0.3200,14.0,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C9 ring with no substituent,4,C2,C2*4,"benzoyl(0.19),benzoyl(0.32)","acyl,acyl,acyl,acyl",A6,B1,C6,M1,R1,R1,R1,R1,none,none,none,none,2.0997,A6B1C6M1,,,,0.0,Top2,0.991
799,669.3264,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454057.007,24100000.0,0.0,0.0,179185.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183258.222,0.0,1827945.691,3298309.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702798.457,19,28,MD,C37H48O11,possibly undescribed,(DA45)std_daphnepedunin D isomer,[M+H]+,"799,3524",C10H18O2,C30H36O6 / C20H18O4,54000.0 / 28000.0,0.2509,C14H24O2,C30H36O6 / C16H12O4,54000.0 / 2300.0,0.0992,C9H16O2,C29H34O4 / C20H18O2,38000.0 / 3800.0,0.0793,C3H4O2,C30H38O7 / C27H34O5,36000.0 / 55000.0,0.321,none,none,none,none,C7H6O2,C37H48O11 / C30H42O9,21000.0 / 29000.0,0.1894,C5H10O2,C25H28O2 / C20H18O4,7800.0 / 28000.0,0.0841,C4H8O2,C26H28O4 / C22H20O2,5200.0 / 4700.0,0.045,none,none,none,C14H14O3,2700.00,0.0270,none,none,none,C16H16O3,3500.00,0.0350,C17H14O2,17000.00,0.1700,C18H16O2,15000.00,0.1500,C19H18O3,20000.00,0.2000,C20H16O2,4700.00,0.0470,C27H34O5,55000.00,0.5500,C7H4O,32000.00,0.3200,14.0,1-alkyl-2-ol-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C14 ring with an olenfinic,0,others,,"benzoyl(0.19),benzoyl(0.32)",none,A7,B1,C6,M7,none,none,none,none,none,none,none,none,2.0816,A7B1C6M7,OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C2O)C6C1(O4)C(CO)C(O)C3(C(=C)C)O5,PD01121586,C34H50O11,634.763,Top3,0.982
799,669.3264,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454057.007,24100000.0,0.0,0.0,179185.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183258.222,0.0,1827945.691,3298309.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702798.457,19,28,MD,C37H48O11,possibly undescribed,(DA45)std_daphnepedunin D isomer,[M+H]+,"799,3524",C10H18O2,C30H36O6 / C20H18O4,54000.0 / 28000.0,0.2509,C14H24O2,C30H36O6 / C16H12O4,54000.0 / 2300.0,0.0992,C9H16O2,C29H34O4 / C20H18O2,38000.0 / 3800.0,0.0793,C3H4O2,C30H38O7 / C27H34O5,36000.0 / 55000.0,0.321,none,none,none,none,C7H6O2,C37H48O11 / C30H42O9,21000.0 / 29000.0,0.1894,C5H10O2,C25H28O2 / C20H18O4,7800.0 / 28000.0,0.0841,C4H8O2,C26H28O4 / C22H20O2,5200.0 / 4700.0,0.045,none,none,none,C14H14O3,2700.00,0.0270,none,none,none,C16H16O3,3500.00,0.0350,C17H14O2,17000.00,0.1700,C18H16O2,15000.00,0.1500,C19H18O3,20000.00,0.2000,C20H16O2,4700.00,0.0470,C27H34O5,55000.00,0.5500,C7H4O,32000.00,0.3200,14.0,1-alkyl-2-ol-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C9 ring with no substituent,2,C4,C4*2,"benzoyl(0.19),benzoyl(0.32)","isobutyryl,isobutyryl",A7,B1,C6,M1,R3,R3,none,none,none,none,none,none,2.0617,A7B1C6M1,OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C2O)C6C1(O4)C(COC(=O)CCC)C(OC(=O)CCC)C3(C(=C)C)O5,PD01153640,C37H54O13,706.826,Top4,0.973
799,669.3264,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454057.007,24100000.0,0.0,0.0,179185.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183258.222,0.0,1827945.691,3298309.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702798.457,19,28,MD,C37H48O11,possibly undescribed,(DA45)std_daphnepedunin D isomer,[M+H]+,"799,3524",C10H18O2,C30H36O6 / C20H18O4,54000.0 / 28000.0,0.2509,C14H24O2,C30H36O6 / C16H12O4,54000.0 / 2300.0,0.0992,C9H16O2,C29H34O4 / C20H18O2,38000.0 / 3800.0,0.0793,C3H4O2,C30H38O7 / C27H34O5,36000.0 / 55000.0,0.321,none,none,none,none,C7H6O2,C37H48O11 / C30H42O9,21000.0 / 29000.0,0.1894,C5H10O2,C25H28O2 / C20H18O4,7800.0 / 28000.0,0.0841,C4H8O2,C26H28O4 / C22H20O2,5200.0 / 4700.0,0.045,none,none,none,C14H14O3,2700.00,0.0270,none,none,none,C16H16O3,3500.00,0.0350,C17H14O2,17000.00,0.1700,C18H16O2,15000.00,0.1500,C19H18O3,20000.00,0.2000,C20H16O2,4700.00,0.0470,C27H34O5,55000.00,0.5500,C7H4O,32000.00,0.3200,14.0,1-alkyl-2-ol-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C9 ring with no substituent,3,"C2,C4",C2*2+C4*1,"benzoyl(0.19),benzoyl(0.32)","acyl,acyl,isobutyryl",A7,B1,C6,M1,R1,R1,R3,none,none,none,none,none,2.0617,A7B1C6M1,,,,0.0,Top4,0.973
799,669.3264,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454057.007,24100000.0,0.0,0.0,179185.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183258.222,0.0,1827945.691,3298309.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702798.457,19,28,MD,C37H48O11,possibly undescribed,(DA45)std_daphnepedunin D isomer,[M+H]+,"799,3524",C10H18O2,C30H36O6 / C20H18O4,54000.0 / 28000.0,0.2509,C14H24O2,C30H36O6 / C16H12O4,54000.0 / 2300.0,0.0992,C9H16O2,C29H34O4 / C20H18O2,38000.0 / 3800.0,0.0793,C3H4O2,C30H38O7 / C27H34O5,36000.0 / 55000.0,0.321,none,none,none,none,C7H6O2,C37H48O11 / C30H42O9,21000.0 / 29000.0,0.1894,C5H10O2,C25H28O2 / C20H18O4,7800.0 / 28000.0,0.0841,C4H8O2,C26H28O4 / C22H20O2,5200.0 / 4700.0,0.045,none,none,none,C14H14O3,2700.00,0.0270,none,none,none,C16H16O3,3500.00,0.0350,C17H14O2,17000.00,0.1700,C18H16O2,15000.00,0.1500,C19H18O3,20000.00,0.2000,C20H16O2,4700.00,0.0470,C27H34O5,55000.00,0.5500,C7H4O,32000.00,0.3200,14.0,1-alkyl-2-ol-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,with C-18,others,C9 ring with no substituent,4,C2,C2*4,"benzoyl(0.19),benzoyl(0.32)","acyl,acyl,acyl,acyl",A7,B1,C6,M1,R1,R1,R1,R1,none,none,none,none,2.0617,A7B1C6M1,,,,0.0,Top4,0.973
