row ID,row m/z,row retention time,Peak area,Standards Identification,SMILES,True Type,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,C10 loss,C10 loss_ion_pair,C10 loss_intensity_pair,C10 loss_score,C14 loss,C14 loss_ion_pair,C14 loss_intensity_pair,C14 loss_score,C9 loss,C9 loss_ion_pair,C9 loss_intensity_pair,C9 loss_score,C3 loss,C3 loss_ion_pair,C3 loss_intensity_pair,C3 loss_score,C2 loss,C2 loss_ion_pair,C2 loss_intensity_pair,C2 loss_score,C7 loss,C7 loss_ion_pair,C7 loss_intensity_pair,C7 loss_score,C5 loss,C5 loss_ion_pair,C5 loss_intensity_pair,C5 loss_score,C4 loss,C4 loss_ion_pair,C4 loss_intensity_pair,C4 loss_score,C10 ion,C10 ion_intensity,C10 ion_score,C14 ion,C14 ion_intensity,C14 ion_score,C15 ion,C15 ion_intensity,C15 ion_score,C16 ion,C16 ion_intensity,C16 ion_score,C17 ion,C17 ion_intensity,C17 ion_score,C18 ion,C18 ion_intensity,C18 ion_score,C19 ion,C19 ion_intensity,C19 ion_score,C20 ion,C20 ion_intensity,C20 ion_score,C27 ion,C27 ion_intensity,C27 ion_score,Acyl A ion,Acyl A ion_intensity,Acyl A ion_score,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,Total Score,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H16O3,C30H32O6 / C20H16O3,1041503.3125 / 18385.798828125,1.8083,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O1,157945.14,1.5795,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with one substituents and a hydroxyl group,4,"C4,C7",C7*3+C4*1,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","benzoyl,benzoyl,benzoyl,isobutyryl",A8,B1,C5,none,R92,R92,R92,R3,none,none,none,40.8864,A8B1C5,,,,0.0,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H16O3,C30H32O6 / C20H16O3,1041503.3125 / 18385.798828125,1.8083,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O1,157945.14,1.5795,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,7,"C2,C4,C7",C2*3+C7*1+C4*3,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","acyl,acyl,acyl,benzoyl,isobutyryl,isobutyryl,isobutyryl",A8,B1,C5,M6,R1,R1,R1,R92,R3,R3,R3,40.8864,A8B1C5M6,,,,0.0,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H16O3,C30H32O6 / C20H16O3,1041503.3125 / 18385.798828125,1.8083,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O1,157945.14,1.5795,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,5,"C2,C7",C2*2+C7*3,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","acyl,acyl,benzoyl,benzoyl,benzoyl",A8,B1,C5,M6,R1,R1,R92,R92,R92,none,none,40.8864,A8B1C5M6,OCC12OC1C1C3OC45C(O)CCC(OC(=O)c%11ccccc%11*)C(OC(=O)c%10ccccc%10)C(OC(=O)C)CC(C)C6C(C)C(OC(=O)c9ccccc9)C(O)(C2O)C6C1(O4)C(COC(=O)C)CC3(C(=C)C)O5,PD01208040,C55H61*O18,1010.075,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H16O3,C30H32O6 / C20H16O3,1041503.3125 / 18385.798828125,1.8083,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O1,157945.14,1.5795,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,5,"C2,C7",C2*2+C7*3,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","acyl,acyl,benzoyl,benzoyl,benzoyl",A8,B1,C5,M6,R1,R1,R92,R92,R92,none,none,40.8864,A8B1C5M6,c9ccccc9C(=O)OCC12OC1C1C3OC45C(O)CCC(OC(=O)c%11ccccc%11)C(OC(=O)c%10ccccc%10)C(OC(=O)C)CC(C)C6C(C)C(O)C(O)(C2O)C6C1(O4)C(COC(=O)C)CC3(C(=C)C)O5,PD01209454,C55H62O18,1011.083,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H14O2,C30H32O6 / C20H18O4,1041503.3125 / 32748.828125,1.8663,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O2,265365.97,2.6537,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with two substituents,7,"C2,C4,C7",C2*3+C7*1+C4*3,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","acyl,acyl,acyl,benzoyl,isobutyryl,isobutyryl,isobutyryl",A8,B1,C5,M4,R1,R1,R1,R92,R3,R3,R3,40.8864,A8B1C5M4,,,,0.0,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H14O2,C30H32O6 / C20H18O4,1041503.3125 / 32748.828125,1.8663,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O2,265365.97,2.6537,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with two substituents,5,"C2,C7",C2*2+C7*3,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","acyl,acyl,benzoyl,benzoyl,benzoyl",A8,B1,C5,M4,R1,R1,R92,R92,R92,none,none,40.8864,A8B1C5M4,,,,0.0,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H14O2,C30H32O6 / C20H18O4,1041503.3125 / 32748.828125,1.8663,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O2,265365.97,2.6537,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with two substituents,4,"C4,C7",C7*3+C4*1,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","benzoyl,benzoyl,benzoyl,isobutyryl",A8,B1,C5,M4,R92,R92,R92,R3,none,none,none,40.8864,A8B1C5M4,,,,0.0,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H16O3,C30H32O6 / C20H16O3,1041503.3125 / 18385.798828125,1.8083,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O1,157945.14,1.5795,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with one substituents and a hydroxyl group,7,"C2,C4,C7",C2*3+C7*1+C4*3,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","acyl,acyl,acyl,benzoyl,isobutyryl,isobutyryl,isobutyryl",A8,B1,C5,none,R1,R1,R1,R92,R3,R3,R3,40.8864,A8B1C5,,,,0.0,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H16O3,C30H32O6 / C20H16O3,1041503.3125 / 18385.798828125,1.8083,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O1,157945.14,1.5795,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with one substituents and a hydroxyl group,5,"C2,C7",C2*2+C7*3,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","acyl,acyl,benzoyl,benzoyl,benzoyl",A8,B1,C5,none,R1,R1,R92,R92,R92,none,none,40.8864,A8B1C5,,,,0.0,Top1,1.0
25,549.3057,5.6,652000000.0,DA35_daphnepedunin A (TDPE-17),C=C(C)C12CC(C)C34OC5(CCCCCCCC(C)C6C3C(O)(C(=O)C6(C)O)C(O)C3(CO)OC3C4C1O5)O2,MD,12,24,MD,C30H44O9,possibly known,"std_daphnepedunin A (DA35), std_daphnepedunin H (DA37), std_daphnepedunin B (DA34), std_daphnepedunin G (DA36)",[M+H]+,none,C10H18O2,C30H38O6 / C20H20O4,84480.828125 / 39543.0546875,0.3596,C14H24O4,C30H40O7 / C16H16O3,57038.359375 / 102069.4619140625,0.508,C9H16O2,C29H36O5 / C20H20O3,28151.841796875 / 7668.38037109375,0.0835,C3H4O2,C30H38O6 / C27H34O4,84480.828125 / 25008.107421875,0.2624,C2H4O2,C22H26O3 / C20H22O5,5175.33984375 / 21007.01171875,0.0593,none,none,none,none,C5H10O2,C25H32O3 / C20H22O5,4725.26904296875 / 21007.01171875,0.0568,none,none,none,none,none,none,none,none,none,none,none,none,none,C16H16O3,102069.46,1.0207,C17H16O1,14209.32,0.1421,C18H16O2,18313.52,0.1831,C19H20O3,28238.16,0.2824,C20H16O2,8379.69,0.0838,C27H34O4,25008.11,0.2501,none,none,none,9.0,1-alkyl-2-ol-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,0,others,,acyl(0.06),none,A7,B1,C1,M1,none,none,none,none,none,none,none,1.9018999999999997,A7B1C1M1,OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01121454,C29H42O9,534.646,Top1,1.0
26,775.3684,10.2,34600000.0,DA51_gnidimacrin (DOSO-B),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CCCCCCC5O)C14)O2,MD,24,17,MD,C44H54O12,possibly known,"std_stelleralide H (DA50), std_gnidimacrin (DA51)",[M+H]+,"26,72",C10H16O2,C30H36O5 / C20H20O3,400000.0 / 99000.0,1.1308,C14H24O4,C30H38O6 / C16H14O2,630000.0 / 29000.0,1.1668,C9H16O2,C29H36O4 / C20H20O2,580000.0 / 44000.0,1.1479,C3H4O2,C30H40O7 / C27H36O5,170000.0 / 400000.0,1.5772,none,none,none,none,C7H6O2,C37H44O8 / C30H38O6,260000.0 / 630000.0,2.4298,C5H10O2,C27H32O4 / C22H22O2,7600.0 / 8500.0,0.0724,C4H8O2,C26H30O4 / C22H22O2,9100.0 / 8500.0,0.0824,none,none,none,C14H14O3,18000.00,0.1800,none,none,none,C16H16O3,2200.00,0.0220,C17H14O3,20000.00,0.2000,C18H18O1,18000.00,0.1800,C19H20O2,29000.0,0.29,C20H18O2,180000.00,1.8000,C27H36O5,400000.00,4.0000,C7H4O,260000.00,2.6000,18.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,3,C5,C5*3,"benzoyl(2.43),benzoyl(2.60)","2-methylbutyryl,2-methylbutyryl,2-methylbutyryl",A8,B1,C5,M1,R4,R4,R4,none,none,none,none,13.934899999999999,A8B1C5M1,,,,0.0,Top1,1.0
26,775.3684,10.2,34600000.0,DA51_gnidimacrin (DOSO-B),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CCCCCCC5O)C14)O2,MD,24,17,MD,C44H54O12,possibly known,"std_stelleralide H (DA50), std_gnidimacrin (DA51)",[M+H]+,"26,72",C10H18O3,C30H36O5 / C20H18O2,400000.0 / 180000.0,1.649,C14H24O4,C30H38O6 / C16H14O2,630000.0 / 29000.0,1.1668,C9H16O2,C29H36O4 / C20H20O2,580000.0 / 44000.0,1.1479,C3H4O2,C30H40O7 / C27H36O5,170000.0 / 400000.0,1.5772,none,none,none,none,C7H6O2,C37H44O8 / C30H38O6,260000.0 / 630000.0,2.4298,C5H10O2,C27H32O4 / C22H22O2,7600.0 / 8500.0,0.0724,C4H8O2,C26H30O4 / C22H22O2,9100.0 / 8500.0,0.0824,none,none,none,C14H14O3,18000.00,0.1800,none,none,none,C16H16O3,2200.00,0.0220,C17H14O3,20000.00,0.2000,C18H18O1,18000.00,0.1800,C19H18O1,140000.0,1.4,C20H18O2,180000.00,1.8000,C27H36O5,400000.00,4.0000,C7H4O,260000.00,2.6000,18.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,4,"C2,C4,C7",C2*2+C7*1+C4*1,"benzoyl(2.43),benzoyl(2.60)","acyl,acyl,benzoyl,isobutyryl",A8,B1,C5,M1,R1,R1,R92,R3,none,none,none,13.934899999999999,A8B1C5M1,,,,0.0,Top1,1.0
26,775.3684,10.2,34600000.0,DA51_gnidimacrin (DOSO-B),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CCCCCCC5O)C14)O2,MD,24,17,MD,C44H54O12,possibly known,"std_stelleralide H (DA50), std_gnidimacrin (DA51)",[M+H]+,"26,72",C10H16O2,C30H36O5 / C20H20O3,400000.0 / 99000.0,1.1308,C14H24O4,C30H38O6 / C16H14O2,630000.0 / 29000.0,1.1668,C9H16O2,C29H36O4 / C20H20O2,580000.0 / 44000.0,1.1479,C3H4O2,C30H40O7 / C27H36O5,170000.0 / 400000.0,1.5772,none,none,none,none,C7H6O2,C37H44O8 / C30H38O6,260000.0 / 630000.0,2.4298,C5H10O2,C27H32O4 / C22H22O2,7600.0 / 8500.0,0.0724,C4H8O2,C26H30O4 / C22H22O2,9100.0 / 8500.0,0.0824,none,none,none,C14H14O3,18000.00,0.1800,none,none,none,C16H16O3,2200.00,0.0220,C17H14O3,20000.00,0.2000,C18H18O1,18000.00,0.1800,C19H18O1,140000.0,1.4,C20H18O2,180000.00,1.8000,C27H36O5,400000.00,4.0000,C7H4O,260000.00,2.6000,18.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,3,"C4,C7",C7*1+C4*2,"benzoyl(2.43),benzoyl(2.60)","benzoyl,isobutyryl,isobutyryl",A8,B1,C5,M1,R92,R3,R3,none,none,none,none,13.934899999999999,A8B1C5M1,,,,0.0,Top1,1.0
27,775.3675,9.6,83000000.0,DA50_stelleralide H (WLI-j),C=C(C)C12CC(COC(=O)c3ccccc3)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CCCCCCC5O)C14)O2,MD,28,24,MD,C44H54O12,possibly known,"std_stelleralide H (DA50), std_gnidimacrin (DA51)",[M+H]+,"27,71",C10H16O2,C30H36O5 / C20H20O3,73000.0 / 30000.0,0.2807,C14H24O4,C30H38O6 / C16H14O2,110000.0 / 4700.0,0.2022,C9H16O2,C29H36O5 / C20H20O3,43000.0 / 30000.0,0.2691,C3H4O2,C30H38O6 / C27H34O4,110000.0 / 35000.0,0.3564,C2H4O2,C22H24O3 / C20H20O1,2100.0 / 2200.0,0.0205,C7H6O2,C37H44O8 / C30H38O6,21000.0 / 110000.0,0.2777,C5H10O2,C25H32O6 / C20H22O4,2300.0 / 13000.0,0.0319,C4H8O2,C24H30O2 / C20H22O4,2600.0 / 13000.0,0.0334,none,none,none,C14H14O3,6200.00,0.0620,none,none,none,none,none,none,C17H16O1,8100.00,0.0810,C18H18O1,24000.00,0.2400,C19H18O1,35000.0,0.35,C20H18O2,34000.00,0.3400,C27H34O4,35000.00,0.3500,C7H4O,72000.00,0.7200,18.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C9 ring with no substituent,3,"C4,C7",C7*1+C4*2,"acyl(0.02),benzoyl(0.28),benzoyl(0.72)","benzoyl,isobutyryl,isobutyryl",A8,B1,C5,M1,R92,R3,R3,none,none,none,none,2.6546999999999996,A8B1C5M1,,,,0.0,Top1,1.0
