row ID,row m/z,row retention time,Peak area,Standards Identification,SMILES,True Type,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,C10 loss,C10 loss_ion_pair,C10 loss_intensity_pair,C10 loss_score,C14 loss,C14 loss_ion_pair,C14 loss_intensity_pair,C14 loss_score,C9 loss,C9 loss_ion_pair,C9 loss_intensity_pair,C9 loss_score,C3 loss,C3 loss_ion_pair,C3 loss_intensity_pair,C3 loss_score,C2 loss,C2 loss_ion_pair,C2 loss_intensity_pair,C2 loss_score,C7 loss,C7 loss_ion_pair,C7 loss_intensity_pair,C7 loss_score,C5 loss,C5 loss_ion_pair,C5 loss_intensity_pair,C5 loss_score,C4 loss,C4 loss_ion_pair,C4 loss_intensity_pair,C4 loss_score,C10 ion,C10 ion_intensity,C10 ion_score,C14 ion,C14 ion_intensity,C14 ion_score,C15 ion,C15 ion_intensity,C15 ion_score,C16 ion,C16 ion_intensity,C16 ion_score,C17 ion,C17 ion_intensity,C17 ion_score,C18 ion,C18 ion_intensity,C18 ion_score,C19 ion,C19 ion_intensity,C19 ion_score,C20 ion,C20 ion_intensity,C20 ion_score,C27 ion,C27 ion_intensity,C27 ion_score,Acyl A ion,Acyl A ion_intensity,Acyl A ion_score,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,Total Score,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H16O3,C30H32O6 / C20H16O3,956264.125 / 14977.125,1.6527,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O1,162336.14,1.6234,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with one substituents and a hydroxyl group,4,"C4,C7",C7*3+C4*1,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","benzoyl,benzoyl,benzoyl,isobutyryl",A8,B1,C5,none,R92,R92,R92,R3,none,none,none,37.9217,A8B1C5,,,,0.0,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H16O3,C30H32O6 / C20H16O3,956264.125 / 14977.125,1.6527,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O1,162336.14,1.6234,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,7,"C2,C4,C7",C2*3+C7*1+C4*3,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","acyl,acyl,acyl,benzoyl,isobutyryl,isobutyryl,isobutyryl",A8,B1,C5,M6,R1,R1,R1,R92,R3,R3,R3,37.9217,A8B1C5M6,,,,0.0,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H16O3,C30H32O6 / C20H16O3,956264.125 / 14977.125,1.6527,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O1,162336.14,1.6234,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,5,"C2,C7",C2*2+C7*3,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","acyl,acyl,benzoyl,benzoyl,benzoyl",A8,B1,C5,M6,R1,R1,R92,R92,R92,none,none,37.9217,A8B1C5M6,OCC12OC1C1C3OC45C(O)CCC(OC(=O)c%11ccccc%11*)C(OC(=O)c%10ccccc%10)C(OC(=O)C)CC(C)C6C(C)C(OC(=O)c9ccccc9)C(O)(C2O)C6C1(O4)C(COC(=O)C)CC3(C(=C)C)O5,PD01208040,C55H61*O18,1010.075,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H16O3,C30H32O6 / C20H16O3,956264.125 / 14977.125,1.6527,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O1,162336.14,1.6234,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,5,"C2,C7",C2*2+C7*3,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","acyl,acyl,benzoyl,benzoyl,benzoyl",A8,B1,C5,M6,R1,R1,R92,R92,R92,none,none,37.9217,A8B1C5M6,c9ccccc9C(=O)OCC12OC1C1C3OC45C(O)CCC(OC(=O)c%11ccccc%11)C(OC(=O)c%10ccccc%10)C(OC(=O)C)CC(C)C6C(C)C(O)C(O)(C2O)C6C1(O4)C(COC(=O)C)CC3(C(=C)C)O5,PD01209454,C55H62O18,1011.083,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H16O3,C30H32O6 / C20H16O3,956264.125 / 14977.125,1.6527,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O1,162336.14,1.6234,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with one substituents and a hydroxyl group,5,"C2,C7",C2*2+C7*3,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","acyl,acyl,benzoyl,benzoyl,benzoyl",A8,B1,C5,none,R1,R1,R92,R92,R92,none,none,37.9217,A8B1C5,,,,0.0,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H16O3,C30H32O6 / C20H16O3,956264.125 / 14977.125,1.6527,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O1,162336.14,1.6234,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with one substituents and a hydroxyl group,7,"C2,C4,C7",C2*3+C7*1+C4*3,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","acyl,acyl,acyl,benzoyl,isobutyryl,isobutyryl,isobutyryl",A8,B1,C5,none,R1,R1,R1,R92,R3,R3,R3,37.9217,A8B1C5,,,,0.0,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H14O2,C30H32O6 / C20H18O4,956264.125 / 33244.61328125,1.7265,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O2,153149.77,1.5315,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with two substituents,5,"C2,C7",C2*2+C7*3,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","acyl,acyl,benzoyl,benzoyl,benzoyl",A8,B1,C5,M4,R1,R1,R92,R92,R92,none,none,37.9217,A8B1C5M4,,,,0.0,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H14O2,C30H32O6 / C20H18O4,956264.125 / 33244.61328125,1.7265,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O2,153149.77,1.5315,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with two substituents,7,"C2,C4,C7",C2*3+C7*1+C4*3,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","acyl,acyl,acyl,benzoyl,isobutyryl,isobutyryl,isobutyryl",A8,B1,C5,M4,R1,R1,R1,R92,R3,R3,R3,37.9217,A8B1C5M4,,,,0.0,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H16O3,C30H32O6 / C20H16O3,956264.125 / 14977.125,1.6527,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O1,162336.14,1.6234,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,4,"C4,C7",C7*3+C4*1,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","benzoyl,benzoyl,benzoyl,isobutyryl",A8,B1,C5,M6,R92,R92,R92,R3,none,none,none,37.9217,A8B1C5M6,OCC12OC1C1C3OC45C(O)CCCC(OC(=O)c%10ccccc%10)C(OC(=O)c7ccccc7)CC(C)C6C(C)C(OC(=O)c9ccccc9)C(O)(C2O)C6C1(O4)C(COC(=O)CCC)CC3(C(=C)C)O5,PD01202290,C55H64O16,981.101,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H16O3,C30H32O6 / C20H16O3,956264.125 / 14977.125,1.6527,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O1,162336.14,1.6234,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,4,"C4,C7",C7*3+C4*1,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","benzoyl,benzoyl,benzoyl,isobutyryl",A8,B1,C5,M6,R92,R92,R92,R3,none,none,none,37.9217,A8B1C5M6,c9ccccc9C(=O)OCC12OC1C1C3OC45C(O)CCCC(OC(=O)c%10ccccc%10)C(OC(=O)c7ccccc7)CC(C)C6C(C)C(O)C(O)(C2O)C6C1(O4)C(COC(=O)CCC)CC3(C(=C)C)O5,PD01205930,C55H64O16,981.101,Top1,1.0
20,1011.3993,8.2,785000000.0,DA57_daphneodorin B (DOSO-E),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,41,14,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"20,78",C10H14O2,C30H32O6 / C20H18O4,956264.125 / 33244.61328125,1.7265,C14H24O4,C30H36O6 / C16H12O2,19589.896484375 / 25270.146484375,0.179,C9H16O2,C29H32O5 / C20H16O3,776241.1875 / 14977.125,1.3528,C3H4O2,C30H32O6 / C27H28O4,956264.125 / 192106.1875,2.4634,C2H4O2,C32H36O8 / C30H32O6,264048.34375 / 956264.125,2.8586,C7H6O2,C37H38O8 / C30H32O6,363446.8125 / 956264.125,3.4758,C5H10O2,C25H28O4 / C20H18O2,63772.28515625 / 194218.609375,0.6414,C4H8O2,C26H28O3 / C22H20O1,102014.7890625 / 89309.3359375,0.8445,C10H12O3,671803.81,6.7180,C14H14O3,81398.77,0.8140,none,none,none,C16H16O3,54197.27,0.5420,C17H16O1,64140.21,0.6414,C18H18O2,72015.02,0.7202,C19H18O1,162336.14,1.6234,C20H18O2,194218.61,1.9422,C27H30O5,119588.68,1.1959,C7H4O,1790624.38,17.9062,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with two substituents,4,"C4,C7",C7*3+C4*1,"acyl(2.86),benzoyl(3.48),benzoyl(17.91)","benzoyl,benzoyl,benzoyl,isobutyryl",A8,B1,C5,M4,R92,R92,R92,R3,none,none,none,37.9217,A8B1C5M4,,,,0.0,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H16O3,C30H32O6 / C20H16O3,1041503.3125 / 18385.798828125,1.8083,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O1,157945.14,1.5795,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,4,"C4,C7",C7*3+C4*1,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","benzoyl,benzoyl,benzoyl,isobutyryl",A8,B1,C5,M6,R92,R92,R92,R3,none,none,none,40.8864,A8B1C5M6,OCC12OC1C1C3OC45C(O)CCCC(OC(=O)c%10ccccc%10)C(OC(=O)c7ccccc7)CC(C)C6C(C)C(OC(=O)c9ccccc9)C(O)(C2O)C6C1(O4)C(COC(=O)CCC)CC3(C(=C)C)O5,PD01202290,C55H64O16,981.101,Top1,1.0
21,1011.3989,7.6,825000000.0,DA58_daphneodorin C (DOL-E2),C=C(C)C12CC(COC(C)=O)C34OC5(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)C(C(C)CC(OC(=O)c3ccccc3)C(OC(C)=O)C(OC(=O)c3ccccc3)CCC5O)C14)O2,MD,24,13,MD,C55H62O18,possibly known,"std_daphneodorin C (DA58), std_daphneodorin B (DA57)",[M+H]+,"21,79",C10H16O3,C30H32O6 / C20H16O3,1041503.3125 / 18385.798828125,1.8083,C14H24O4,C30H36O6 / C16H12O2,40756.34375 / 52777.87109375,0.372,C9H16O2,C29H32O5 / C20H16O3,890659.875 / 18385.798828125,1.5571,C3H4O2,C30H32O6 / C27H28O4,1041503.3125 / 66879.90625,2.0089,C2H4O2,C32H36O8 / C30H32O6,861941.75 / 1041503.3125,8.0066,C7H6O2,C37H38O8 / C30H32O6,317344.9375 / 1041503.3125,3.2888,C5H10O2,C25H28O4 / C20H18O2,101070.1484375 / 305350.625,1.0134,C4H8O2,C24H26O5 / C20H18O3,19401.373046875 / 473667.90625,0.8673,C10H12O3,608501.38,6.0850,C14H14O3,25271.66,0.2527,none,none,none,C16H16O3,35546.08,0.3555,C17H14O3,169376.45,1.6938,C18H18O1,72962.96,0.7296,C19H18O1,157945.14,1.5795,C20H18O2,305350.62,3.0535,C27H30O5,106509.97,1.0651,C7H4O,1495511.62,14.9551,25.0,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,with C-18,others,C10 ring with three substituents and a hydroxyl group,4,"C4,C7",C7*3+C4*1,"acyl(8.01),benzoyl(3.29),benzoyl(14.96)","benzoyl,benzoyl,benzoyl,isobutyryl",A8,B1,C5,M6,R92,R92,R92,R3,none,none,none,40.8864,A8B1C5M6,c9ccccc9C(=O)OCC12OC1C1C3OC45C(O)CCCC(OC(=O)c%10ccccc%10)C(OC(=O)c7ccccc7)CC(C)C6C(C)C(O)C(O)(C2O)C6C1(O4)C(COC(=O)CCC)CC3(C(=C)C)O5,PD01205930,C55H64O16,981.101,Top1,1.0
