row ID,row m/z,row retention time
90,229.1410714,19.05
91,373.2706744,15.54
91,373.2706744,15.61
93,229.1410599,18.24
93,229.1410599,18.27
94,229.1410255,17.23
94,229.1410255,17.39
95,366.3726495,17.55
95,366.3726495,17.62
97,675.6752024,17.15
97,675.6752024,17.24
98,229.1411248,19.52
98,229.1411248,19.6
99,305.2085013,13.87
99,305.2085013,13.94
101,268.1876368,11.59
102,293.2084226,14.25
102,293.2084226,14.14
103,230.2475723,12.08
103,230.2475723,12.12
104,170.0962189,19.33
104,170.0962189,19.29
105,170.0962253,20.46
105,170.0962253,20.5
106,385.2014324,15.11
106,385.2014324,15.2
107,170.0962486,20.69
107,170.0962486,20.64
109,170.0961678,19.53
109,170.0961678,19.55
110,170.0962728,20.15
110,170.0962728,20.16
111,170.0962181,19.12
111,170.0962181,19.18
112,170.0961456,20.68
112,170.0961456,20.76
113,238.1775525,10.77
113,238.1775525,10.96
114,170.096241,18.72
114,170.096241,18.66
116,309.2033805,14.66
116,309.2033805,14.73
117,336.3261077,16.86
118,283.1877663,12.77
118,283.1877663,12.88
119,379.3175788,16.41
119,379.3175788,16.47
120,339.2502808,14.4
120,339.2502808,14.33
122,335.1250209,14.02
122,335.1250209,14.09
125,415.2368665,16.36
125,415.2368665,16.37
130,352.9835219,12.08
130,352.9835219,12.19
131,310.234934,13.02
131,310.234934,13.11
132,537.5347972,18.66
132,537.5347972,18.8
134,239.1618115,12.74
135,422.2938708,17.23
135,422.2938708,17.24
136,243.1952183,16.57
137,236.1619574,10.64
138,394.2628307,16.79
139,262.237482,10.71
140,321.2397389,15.35
140,321.2397389,15.36
142,296.2194042,12.96
145,295.2238737,14.61
145,295.2238737,14.63
146,577.4587655,17.8
147,237.1459589,10.83
147,237.1459589,10.95
151,313.2734005,16.28
151,313.2734005,16.37
152,256.2632056,16.1
152,256.2632056,16.18
155,525.3909812,18.23
155,525.3909812,18.31
156,293.2084214,14.43
156,293.2084214,14.44
157,245.0801945,11.13
158,409.1744191,13.2
158,409.1744191,13.31
159,531.4071893,17.69
160,315.1563665,14.45
160,315.1563665,14.39
162,293.2084292,15.12
162,293.2084292,15.22
164,455.3127444,17.32
164,455.3127444,17.28
166,298.3465807,13.21
166,298.3465807,13.21
167,293.2084298,15
167,293.2084298,15.06
168,293.2085049,14.55
168,293.2085049,14.63
171,343.3387389,18.12
171,343.3387389,18.22
173,457.2713935,17.61
173,457.2713935,17.64
174,293.208456,15.4
174,293.208456,15.48
175,343.33886,18.23
175,343.33886,18.27
177,343.3387374,18
177,343.3387374,17.98
178,321.2397303,15.47
178,321.2397303,15.45
180,299.1619357,13.52
181,343.3388298,17.42
181,343.3388298,17.48
183,393.2969656,17.04
183,393.2969656,17.07
184,457.2716152,17.86
188,321.2397323,15.94
188,321.2397323,15.89
189,321.2396682,15.59
189,321.2396682,15.55
190,343.3388247,18.62
190,343.3388247,18.66
191,419.3150829,17.26
191,419.3150829,17.33
192,457.2712813,17.85
194,343.3387077,17.24
194,343.3387077,17.29
195,343.3386974,17.14
195,343.3386974,17.12
196,457.271461,18.13
197,323.2553181,15.37
197,323.2553181,15.45
198,348.989977,17.17
199,321.2397635,16.22
199,321.2397635,16.24
202,348.9901614,20.31
202,348.9901614,20.31
203,348.9899898,17.6
203,348.9899898,17.57
205,348.9901174,18.28
206,457.2715155,19.84
207,457.2716064,21.08
207,457.2716064,20.98
208,457.271423,20.42
208,457.271423,20.43
209,419.3152174,17.34
210,457.2707604,21.23
210,457.2707604,21.25
212,457.2714839,18.5
213,301.1411438,19
214,457.2715511,20.63
214,457.2715511,20.49
215,323.2553154,15.56
217,301.141067,18.73
219,393.2970829,17.05
221,301.1410828,19.73
225,301.141159,20.57
225,301.141159,20.58
226,301.1411898,20.21
226,301.1411898,20.27
227,301.1409603,16.82
228,359.2404166,20.32
228,359.2404166,20.34
229,619.525861,20.36
229,619.525861,20.75
231,301.1412279,20.64
231,301.1412279,20.75
233,359.240497,19.73
235,237.1459179,11.19
235,237.1459179,11.18
236,237.1458475,12.21
236,237.1458475,12.2
237,359.2405599,20.42
237,359.2405599,20.55
238,359.2404329,18.71
240,343.3386658,17.03
241,406.3290142,16.88
241,406.3290142,17.04
243,321.2396585,15
243,321.2396585,14.93
244,343.3387907,16.85
246,343.3387064,16.74
247,321.2397259,15.87
247,321.2397259,15.83
249,336.3255601,15.61
249,336.3255601,15.71
251,321.2400117,15.99
251,321.2400117,16.04
254,293.2085268,13.57
254,293.2085268,13.68
256,341.3046549,16.82
256,341.3046549,16.9
257,239.1614409,12.25
258,321.2397407,14.9
260,293.208575,13.63
260,293.208575,13.66
262,615.5797844,20.5
262,615.5797844,20.55
265,615.5791844,20.77
265,615.5791844,20.81
269,323.255373,14.87
270,323.2554734,16.43
273,455.3128438,18.5
274,321.2396901,14.42
274,321.2396901,14.53
277,455.3127872,21.3
282,321.2397777,16.28
285,305.2085951,14.34
285,305.2085951,14.37
286,230.2477075,12.27
286,230.2477075,12.3
287,305.208568,14.49
288,267.1566188,12.13
289,297.2034081,13.4
290,335.1255659,18.88
291,335.1253777,19.85
292,335.1254197,18.3
294,296.2194861,12.35
294,296.2194861,12.47
298,256.2631786,11.93
300,297.2034703,13.81
303,409.3278405,17.31
303,409.3278405,17.33
306,297.2033753,14.63
306,297.2033753,14.81
317,170.0962447,21.09
317,170.0962447,21.09
319,170.0961876,18.25
319,170.0961876,18.18
321,591.4947403,19.77
321,591.4947403,19.75
322,170.0961761,18.08
322,170.0961761,18.12
326,550.627884,16.63
326,550.627884,16.65
328,550.6279142,16.77
328,550.6279142,16.79
330,271.0598109,10.65
330,271.0598109,10.65
331,343.3388195,17.72
331,343.3388195,17.64
333,343.3387995,17.59
333,343.3387995,17.39
334,550.6280723,16.92
334,550.6280723,16.9
336,565.5667342,19.51
336,565.5667342,19.55
342,550.6278814,17
342,550.6278814,17.01
343,393.2970737,16.81
343,393.2970737,17.01
345,550.6278823,17.34
346,457.2708918,18.71
350,457.2714539,19.07
352,457.2714532,19.39
358,457.2714021,18.75
361,550.6277104,17.46
366,301.1408746,14.26
366,301.1408746,14.26
375,355.2450494,13.04
375,355.2450494,13.15
376,550.6279024,17.58
376,550.6279024,17.2
378,550.6279631,17.51
381,550.6278314,17.83
382,550.6279087,18.04
383,550.6279998,18.34
384,550.6279194,18.57
387,230.2478136,12.41
388,550.6278895,17.72
392,550.6281441,19.03
394,331.1880879,13.86
394,331.1880879,13.91
395,301.1411263,17.73
396,550.6279076,18.67
397,550.6280787,19.55
399,550.628027,19.43
400,331.1876843,13.33
400,331.1876843,13.33
403,293.2085431,15.72
406,271.0597956,10.42
406,271.0597956,10.82
408,313.2732582,19.68
408,313.2732582,19.75
412,313.2732489,19.1
412,313.2732489,19.14
417,313.2733072,19.42
422,313.2731871,17.85
422,313.2731871,17.85
423,313.2732808,18.91
429,217.0680888,0.66
429,217.0680888,0.66
430,607.2905591,17.07
430,607.2905591,17.09
431,797.5160093,17.66
431,797.5160093,17.66
435,231.047336,0.71
435,231.047336,0.71
436,593.2746617,16.62
437,937.5842502,17.84
437,937.5842502,17.84
438,365.1048737,0.65
438,365.1048737,0.65
440,463.4480288,18.1
440,463.4480288,18.22
441,959.5689034,17.44
441,959.5689034,17.44
443,233.0627444,0.66
443,233.0627444,0.66
444,203.0523788,0.62
444,203.0523788,0.62
445,615.4945115,18.98
445,615.4945115,19.14
447,381.0790954,0.63
447,381.0790954,0.64
448,599.426741,17.91
448,599.426741,17.9
452,907.5328367,20.42
452,907.5328367,20.42
453,736.5314983,17.6
453,736.5314983,17.69
457,321.1151488,0.71
457,321.1151488,0.7
458,469.3652891,17.52
458,469.3652891,17.59
461,215.0523697,0.65
461,215.0523697,0.8
467,799.5315739,17.88
467,799.5315739,17.88
469,659.287058,15.82
469,659.287058,15.87
477,485.3601871,17.31
477,485.3601871,17.37
478,613.4789283,18.59
478,613.4789283,18.73
481,351.1257321,0.67
485,769.484841,17.39
485,769.484841,17.39
486,568.4267814,16.95
486,568.4267814,16.95
487,780.5499424,18.41
487,780.5499424,18.41
488,539.0962819,12.99
492,379.1199917,0.67
492,379.1199917,0.66
494,233.0420681,0.64
499,353.0840435,0.62
499,353.0840435,0.63
502,496.3387718,15.84
504,775.5313081,18.15
506,490.3686228,18.03
506,490.3686228,18.13
508,409.1826514,6.62
508,409.1826514,6.66
510,617.5102421,19.5
510,617.5102421,19.74
511,337.110002,0.63
511,337.110002,0.67
513,639.4945075,18.64
513,639.4945075,18.68
518,637.4792036,18.25
520,939.6012793,17.97
521,293.0991245,5.72
521,293.0991245,5.88
523,365.1199557,5.26
523,365.1199557,5.27
524,641.5099879,19.17
524,641.5099879,19.16
525,291.0863457,4.52
525,291.0863457,5.03
531,629.2730915,17
531,629.2730915,17.09
532,518.3212843,15.94
534,758.5681595,18.37
534,758.5681595,18.4
535,613.4826857,17.59
535,613.4826857,17.66
539,411.1467243,0.65
541,395.0947229,0.63
544,355.1723335,7.41
544,355.1723335,7.49
545,277.089067,0.65
546,455.115745,0.62
546,455.115745,0.63
547,219.0262158,0.61
547,219.0262158,0.62
548,939.546781,15.91
548,939.546781,15.83
550,311.2189313,12.16
550,311.2189313,12.31
551,696.5399227,17.59
551,696.5399227,17.76
553,643.2523443,16.27
553,643.2523443,16.38
559,311.0989978,0.64
559,311.0989978,0.64
563,804.5492011,18
563,804.5492011,18.11
564,613.4826102,17.43
564,613.4826102,17.44
565,315.192859,14.18
565,315.192859,14.22
566,848.5371333,18.41
566,848.5371333,18.41
569,355.1723426,8.23
569,355.1723426,8.23
570,581.2364396,8.87
572,377.2655796,15.96
572,377.2655796,16.04
577,539.0961948,11.88
581,778.5338928,18.08
581,778.5338928,18.02
582,551.4246981,16.93
582,551.4246981,16.93
583,231.0833145,0.69
584,643.5257589,19.66
584,643.5257589,19.73
586,362.0960457,0.66
586,362.0960457,0.65
587,319.0449734,7.66
587,319.0449734,7.59
588,885.5511046,20.43
588,885.5511046,20.43
590,288.0780856,0.64
590,288.0780856,0.64
595,547.2151202,8.56
596,579.4587706,17.23
596,579.4587706,17.33
598,445.2045052,10.07
604,310.0912686,0.65
604,310.0912686,0.67
605,782.5674139,18.01
605,782.5674139,18.1
606,395.2032665,9.05
606,395.2032665,9.14
607,637.3052238,15.82
607,637.3052238,15.87
612,777.5477456,18.46
612,777.5477456,18.38
614,439.1419295,0.63
614,439.1419295,0.65
615,641.5104067,18.91
615,641.5104067,19.37
617,291.1049664,0.76
617,291.1049664,0.81
619,801.5471426,18.15
619,801.5471426,18.15
620,355.1721249,8.1
620,355.1721249,8.05
621,643.5261537,19.57
621,643.5261537,19.97
624,756.5519852,18.08
624,756.5519852,18.13
625,961.5856253,17.56
625,961.5856253,17.64
626,462.3371986,17.62
626,462.3371986,17.7
627,907.3492507,16.66
627,907.3492507,16.7
629,355.1720319,7.29
629,355.1720319,7.32
630,635.4636449,17.99
631,307.0808018,1.67
631,307.0808018,1.88
633,247.0785238,0.7
633,247.0785238,0.68
634,521.2716775,11.01
635,293.0628652,0.62
636,471.0887929,8.84
636,471.0887929,8.84
637,376.3179839,15.61
637,376.3179839,15.6
641,591.4971734,17.84
641,591.4971734,17.84
644,527.1572004,0.65
645,349.1108884,0.7
646,487.0838982,8.37
646,487.0838982,8.51
647,335.0943328,0.65
647,335.0943328,0.67
648,663.4942974,18.49
648,663.4942974,18.52
653,429.3723031,17.51
653,429.3723031,17.59
654,355.1724066,9.43
654,355.1724066,9.48
658,359.2188822,14.52
659,309.0836668,0.63
659,309.0836668,0.68
660,806.5074593,17.09
660,806.5074593,17.12
661,823.5316223,17.76
661,823.5316223,17.78
666,330.2768074,16.37
666,330.2768074,16.45
668,520.3387786,15.49
669,313.0675359,6.18
669,313.0675359,6.18
673,487.0841112,8.09
673,487.0841112,8.2
675,369.1304793,7.61
675,369.1304793,7.64
678,379.2812918,16.35
678,379.2812918,16.34
682,317.2089154,14.2
684,965.6155756,18.11
687,731.4329431,16.28
687,731.4329431,16.28
688,665.5097854,18.74
688,665.5097854,18.87
690,597.2307957,8
690,597.2307957,8.17
691,771.5006436,17.59
691,771.5006436,17.59
692,534.4875877,17.59
692,534.4875877,17.66
696,392.3129308,15.63
696,392.3129308,15.73
702,355.172142,8.42
702,355.172142,8.55
704,925.5312674,16.14
704,925.5312674,16.14
708,493.4221051,18.58
709,359.2185825,13.99
713,275.1098501,1.25
713,275.1098501,1.26
714,813.5116552,16.77
714,813.5116552,16.84
715,806.5657879,18.57
715,806.5657879,18.57
718,568.426058,17.35
718,568.426058,17.35
721,375.2501645,15.43
721,375.2501645,15.66
724,653.453118,16.95
724,653.453118,16.95
725,184.0730595,0.63
727,116.9857636,12.26
727,116.9857636,12.21
728,829.5070106,16.76
728,829.5070106,16.82
731,806.5646912,18.32
731,806.5646912,18.41
733,116.9857597,8.73
733,116.9857597,8.81
737,367.1357566,5.58
737,367.1357566,5.61
738,479.4430087,16.97
738,479.4430087,17.05
739,872.5362926,18
739,872.5362926,18.1
741,291.085643,6.18
741,291.085643,6.18
742,846.5209125,18.08
747,139.0389787,0.7
747,139.0389787,0.66
749,319.2243617,14.69
749,319.2243617,14.72
755,782.5657717,18.82
755,782.5657717,18.82
756,399.1260527,0.83
756,399.1260527,0.83
757,315.1951956,14.63
757,315.1951956,14.6
761,461.4324444,18.29
761,461.4324444,18.29
764,441.1732065,6.19
764,441.1732065,6.31
765,471.2197724,10.58
765,471.2197724,10.56
767,136.0616995,0.68
775,447.4168889,19.31
775,447.4168889,19.29
779,304.2602959,16.29
779,304.2602959,16.37
780,369.1150878,0.96
780,369.1150878,0.89
785,333.2033757,13.28
785,333.2033757,13.39
790,399.1257115,1.04
790,399.1257115,1.06
791,139.0386876,4.83
791,139.0386876,4.84
792,356.2923773,16.59
792,356.2923773,16.66
797,452.3618097,18.11
797,452.3618097,18.11
801,489.427371,18.8
801,489.427371,18.8
802,355.1723409,8.36
802,355.1723409,8.37
803,553.1116407,13.5
803,553.1116407,13.43
804,302.3047571,14.01
804,302.3047571,14.03
807,139.0388775,1.67
807,139.0388775,1.88
808,435.3592175,18.88
812,437.1930126,12.87
812,437.1930126,12.97
815,445.3671469,17.3
816,479.4425222,17.9
816,479.4425222,17.99
821,411.198556,6.77
822,307.1151779,7.14
822,307.1151779,7.16
823,317.2083758,14.58
824,547.2151832,7.45
824,547.2151832,7.48
825,477.3906181,17.75
825,477.3906181,17.71
829,963.600805,17.87
829,963.600805,17.85
830,411.1991599,7.39
833,319.0999989,0.74
835,326.3778894,13.89
835,326.3778894,13.9
837,468.3865292,17.97
839,743.4326461,16.34
839,743.4326461,16.34
842,398.2415686,11.89
842,398.2415686,11.97
844,704.6148872,20.03
844,704.6148872,20.1
846,475.4481508,20.18
846,475.4481508,20.17
847,784.5827309,18.32
847,784.5827309,18.66
848,597.4117298,17.51
849,383.1313187,1.13
849,383.1313187,1.09
851,613.4792448,18.73
851,613.4792448,18.89
853,319.2241555,14.95
853,319.2241555,15.16
856,365.1199399,6.33
859,829.5050353,16.8
859,829.5050353,16.56
863,828.5497789,17.97
864,931.5928904,20.01
864,931.5928904,20.01
866,1057.729743,20.27
866,1057.729743,20.27
868,387.1409008,7.46
868,387.1409008,7.44
871,773.5159936,17.79
871,773.5159936,17.79
873,779.5633146,18.85
873,779.5633146,18.85
875,760.5831452,18.67
875,760.5831452,19.09
876,409.1833319,6.33
876,409.1833319,6.44
877,325.23455,14.54
877,325.23455,14.54
878,874.5523136,18.31
878,874.5523136,18.41
879,359.2189149,13.39
879,359.2189149,13.2
880,716.5207677,18.23
881,376.3182256,15.98
881,376.3182256,16.05
883,850.5530538,18.82
883,850.5530538,18.82
884,547.2152314,8.21
884,547.2152314,8.2
886,375.2132925,12.11
886,375.2132925,12.02
898,229.1410903,20.52
898,229.1410903,20.64
900,518.3232545,15.04
900,518.3232545,15.16
906,549.1943235,7.05
907,421.2320273,14.45
909,450.3187745,15.69
909,450.3187745,15.7
910,830.5647701,18.14
914,297.2397135,15.64
914,297.2397135,15.73
929,784.5830845,18.32
929,784.5830845,18.41
935,349.0890379,5.56
935,349.0890379,5.6
936,903.5618179,19.75
936,903.5618179,19.73
937,619.2762242,10.43
937,619.2762242,10.04
943,866.6677971,19.14
943,866.6677971,19.43
945,488.2708436,17.39
945,488.2708436,17.44
948,231.083845,0.69
948,231.083845,0.93
949,311.0518295,4.84
949,311.0518295,4.84
950,281.2449079,15.09
950,281.2449079,15.42
951,295.2604828,15.51
951,295.2604828,15.59
952,778.5345048,18.13
954,355.1723415,10.27
954,355.1723415,10.27
957,808.5830988,18.22
957,808.5830988,18.22
963,903.5607886,19.48
963,903.5607886,19.59
968,307.0807451,4.56
968,307.0807451,4.84
972,543.1826238,7.89
972,543.1826238,8
978,376.3186687,16.13
978,376.3186687,16.22
980,547.2153565,7.32
983,808.5807485,18.86
983,808.5807485,18.98
984,409.183334,7.26
989,545.1985162,7.57
989,545.1985162,7.56
993,547.2139219,8.58
993,547.2139219,8.85
1002,267.2291841,14.9
1002,267.2291841,14.95
1003,317.208798,14.17
1004,317.2089429,14.76
1004,317.2089429,14.68
1005,941.6148999,18.4
1005,941.6148999,18.4
1008,931.5927552,20.27
1008,931.5927552,20.27
1009,355.1719702,9.53
1009,355.1719702,9.61
1010,399.1258524,1.32
1010,399.1258524,1.33
1015,267.2292257,14.71
1015,267.2292257,14.76
1016,667.526069,19.1
1016,667.526069,19.38
1017,471.2197983,10.9
1017,471.2197983,10.98
1032,375.213338,13.67
1032,375.213338,14.26
1039,509.3962365,17.55
1045,359.2188749,14.41
1046,885.5511375,20.73
1046,885.5511375,20.73
1049,319.2239095,14.6
1051,359.218481,11.5
1055,445.3672217,18.12
1056,333.2032397,14.26
1056,333.2032397,14.31
1061,383.1311819,2.22
1061,383.1311819,2.22
1063,319.044698,7.46
1063,319.044698,7.46
1066,551.4243632,17.3
1066,551.4243632,17.35
1067,543.1826711,8.25
1067,543.1826711,8.28
1071,461.4324126,18.14
1071,461.4324126,18.44
1086,887.5654108,20.66
1092,567.1280084,14.23
1092,567.1280084,14.23
1095,401.2290169,14.52
1098,443.2395497,13.7
1098,443.2395497,13.61
1101,359.2192969,11.15
1105,591.4973577,18.58
1105,591.4973577,18.75
1107,953.5749748,20.02
1107,953.5749748,20.02
1109,479.4431023,17.73
1109,479.4431023,17.84
1113,587.5479367,19.92
1113,587.5479367,19.92
1118,309.2035024,12.23
1118,309.2035024,12.23
1121,653.4522295,17.35
1121,653.4522295,17.35
1133,399.1262408,1.11
1133,399.1262408,1.16
1139,309.2033083,12.06
1139,309.2033083,12.06
1140,359.2403268,17.6
1142,303.0497141,9.21
1142,303.0497141,9.21
1143,505.4218677,18.15
1143,505.4218677,18.15
1144,450.3187403,15.98
1145,319.2265906,14.09
1152,359.2185832,10.31
1155,359.2399851,13.48
1155,359.2399851,13.68
1157,359.240397,17.86
1163,419.3131364,16.59
1163,419.3131364,16.6
1164,359.2404775,18.27
1167,359.2404474,18.19
1169,281.2449152,15.24
1169,281.2449152,15.5
1170,808.5802118,18.83
1170,808.5802118,18.82
1172,411.2011738,10.61
1177,319.2241336,14.83
1177,319.2241336,14.96
1184,429.372057,18.12
1184,429.372057,18.12
1193,267.1565081,12.64
1193,267.1565081,12.77
1197,419.3149042,17.84
1199,337.2347804,16.02
1199,337.2347804,16.05
1202,445.3664303,17.37
1202,445.3664303,17.48
1204,283.2052627,13.63
1204,283.2052627,13.71
1205,419.3150276,17.62
1207,376.3183059,17.25
1209,333.2047458,13.18
1228,275.1098786,1.38
1228,275.1098786,1.38
1230,337.0890656,6.59
1230,337.0890656,6.73
1231,299.161853,11.72
1232,339.1925488,12.37
1232,339.1925488,12.44
1236,411.1991785,8.25
1236,411.1991785,8.34
1238,619.5278989,18.11
1239,903.5609956,18.08
1239,903.5609956,18.08
1249,450.318934,15.6
1250,545.1997546,8.27
1250,545.1997546,8.39
1252,267.2292226,15.96
1254,489.427228,18.23
1254,489.427228,18.25
1255,411.1989646,7.4
1255,411.1989646,7.37
1257,443.2395708,14.46
1259,653.4534777,18.25
1261,333.2035781,13.08
1261,333.2035781,13.07
1266,287.0545792,10.3
1270,479.4429075,16.87
1270,479.4429075,16.9
1271,887.5662694,20.89
1271,887.5662694,20.96
1280,339.1928624,14.41
1283,317.2105709,11.72
1288,953.575897,20.27
1288,953.575897,20.27
1296,335.2554059,15.9
1300,411.1983754,8.04
1300,411.1983754,8.07
1304,461.4323896,18.59
1304,461.4323896,18.59
1306,549.1941632,7.03
1307,392.3130047,15.1
1309,323.2553294,15.26
1312,489.4273886,18.43
1316,461.4324269,18.73
1316,461.4324269,18.73
1322,337.0890025,5.2
1322,337.0890025,5.82
1326,281.2449034,15.61
1333,489.4273128,18.61
1333,489.4273128,18.58
1335,373.2710092,15.74
1337,239.1611841,12.82
1341,383.1300341,4.84
1341,383.1300341,4.9
1345,455.312633,16.75
1347,903.5615326,20.97
1347,903.5615326,21.09
1351,311.0732149,2.2
1351,311.0732149,2.2
1352,331.1881138,12.64
1352,331.1881138,12.44
1355,333.2049594,13.7
1356,493.4222075,16.73
1356,493.4222075,16.73
1357,475.4480991,18.25
1361,287.1248045,9.47
1361,287.1248045,9.59
1373,379.3177176,16.69
1377,525.3908157,18.77
1379,287.054342,9.28
1384,923.5142316,15.57
1384,923.5142316,15.57
1386,335.2578332,17.76
1386,335.2578332,17.79
1388,333.2042336,12.38
1389,335.2553368,14.78
1398,505.2767591,11.97
1398,505.2767591,11.97
1399,411.1984554,8.53
1399,411.1984554,8.57
1403,331.1892528,11.95
1403,331.1892528,12.02
1404,923.5051434,20.44
1404,923.5051434,20.44
1406,505.276023,12.99
1406,505.276023,13.11
1411,319.2240865,13.21
1412,489.4269072,19.19
1413,411.1990667,8.39
1413,411.1990667,8.41
1414,567.1279971,13.58
1414,567.1279971,13.58
1415,333.2031682,14.14
1416,549.194267,6.33
1419,319.2242044,15.33
1420,505.2769441,11.15
1420,505.2769441,11.15
1421,411.1983348,8.71
1422,435.3598451,18.73
1425,619.5283481,18.92
1432,489.4270778,18.1
1448,661.4791182,18.2
1448,661.4791182,18.21
1454,553.1116255,12.52
1454,553.1116255,12.37
1460,595.4689684,19.57
1460,595.4689684,19.57
1463,887.5656852,19.61
1466,313.1794962,12.01
1471,903.5610253,19.81
1474,450.3185258,16.09
1475,525.3904062,18.65
1494,525.3908508,18.6
1496,525.391224,17.03
1496,525.391224,17.26
1498,887.5663225,19.9
1505,349.1251476,5.78
1505,349.1251476,5.89
1513,261.0941835,0.88
1513,261.0941835,0.88
1515,585.4504003,17.39
1515,585.4504003,17.39
1516,282.2784422,16.29
1516,282.2784422,16.29
1518,403.2814689,16.21
1518,403.2814689,16.19
1522,307.0784913,5.43
1522,307.0784913,5.73
1525,407.244476,17.59
1525,407.244476,17.66
1530,381.115569,5.68
1530,381.115569,5.64
1535,351.1410757,7.06
1535,351.1410757,7.06
1538,477.278732,17.85
1538,477.278732,17.84
1539,379.1355262,6.26
1540,215.0159166,0.85
1540,215.0159166,0.83
1541,393.2288443,17.39
1543,531.1825519,6.35
1543,531.1825519,6.45
1544,537.3027524,15.16
1544,537.3027524,15.25
1551,477.4282038,16.74
1552,537.3033842,15
1552,537.3033842,15.1
1562,987.5991229,17.71
1562,987.5991229,17.71
1567,268.103624,0.97
1567,268.103624,1
1568,449.1778493,7.71
1568,449.1778493,7.93
1572,792.5620486,17.66
1575,369.2611504,14.05
1575,369.2611504,14
1577,463.4118792,17.88
1578,563.2099686,7.05
1578,563.2099686,6.75
1579,413.111853,6.15
1579,413.111853,6.18
1588,813.4891463,17.3
1589,611.4667036,16.83
1590,489.4272557,17.83
1592,505.458754,18.66
1592,505.458754,18.36
1594,991.5576543,16.55
1594,991.5576543,16.63
1595,610.1840475,17.97
1595,610.1840475,17.97
1598,381.1512282,6.48
1598,381.1512282,6.59
1601,611.4643973,18.45
1601,611.4643973,18.48
1606,567.4221948,16.33
1607,327.1592435,8.21
1607,327.1592435,8.19
1608,714.550129,17.58
1608,714.550129,17.67
1609,699.3560874,14.68
1609,699.3560874,14.78
1612,302.2455304,15.76
1612,302.2455304,15.84
1616,505.4587081,19.11
1617,825.5489294,17.92
1617,825.5489294,17.99
1618,615.138964,17.92
1618,615.138964,17.97
1622,985.5833966,17.53
1622,985.5833966,17.53
1626,369.2608163,14.14
1626,369.2608163,14.17
1633,409.183369,6.7
1634,611.1647275,7.05
1634,611.1647275,6.88
1635,381.1516873,7.37
1635,381.1516873,7.37
1637,699.3546106,14.84
1637,699.3546106,14.95
1645,339.1774361,11.07
1645,339.1774361,11.04
1651,397.3823543,17.76
1657,293.2838197,16.74
1657,293.2838197,16.81
1660,359.0937447,0.72
1660,359.0937447,0.74
1661,689.1575033,18.23
1661,689.1575033,18.29
1667,365.1353272,13.77
1667,365.1353272,13.86
1672,525.4178809,18.07
1673,563.2099888,7.23
1673,563.2099888,7.17
1679,491.4431178,18.53
1679,491.4431178,18.67
1688,307.0789632,0.67
1692,953.5800629,16.98
1692,953.5800629,17.04
1696,147.0438421,4.53
1696,147.0438421,4.38
1697,395.2035404,9.47
1699,261.1096146,10.9
1706,131.048911,6.32
1706,131.048911,6.34
1717,563.2099707,7.28
1717,563.2099707,7.32
1720,477.427174,17.65
1720,477.427174,17.62
1721,289.0889236,0.94
1721,289.0889236,0.97
1725,531.182713,7.15
1725,531.182713,7.15
1744,407.2451339,17.56
1753,445.3647687,16.28
1753,445.3647687,16.31
1765,505.4581332,19.25
1765,505.4581332,19.29
1771,261.109522,10.64
1771,261.109522,10.77
1776,505.4587305,18.91
1776,505.4587305,18.77
1784,339.1776326,12.36
1788,327.1591328,8.56
1788,327.1591328,8.72
1790,419.3148512,18.19
1793,397.3824887,19.09
1793,397.3824887,19.13
1796,419.3148595,18.12
1805,534.487291,17.57
1808,459.4162409,20.36
1808,459.4162409,20.42
1815,419.3147658,17.96
1829,505.458233,19.94
1829,505.458233,19.92
1830,147.0439469,1.16
1830,147.0439469,1.16
1844,147.04383,6.24
1844,147.04383,6.24
1847,489.4273042,17.76
1860,296.2195455,13.28
1860,296.2195455,13.19
1865,619.2721793,10.79
1865,619.2721793,10.79
1876,459.4161457,18.7
1877,477.3909253,17.8
1877,477.3909253,17.8
1878,459.4161217,18.68
1893,887.5659609,19.3
1893,887.5659609,19.57
1903,357.2030932,12.52
1903,357.2030932,12.44
1911,385.1469933,8.17
1911,385.1469933,8.31
1922,357.2037309,12.25
1922,357.2037309,12.02
1932,367.1357328,6.33
1932,367.1357328,6.2
1937,329.1723629,11.65
1944,263.0525905,0.66
1948,317.1717277,11.31
1948,317.1717277,11.6
1961,401.1566116,7.82
1961,401.1566116,7.9
1962,333.0580646,0.66
1971,469.3289773,17.49
1971,469.3289773,17.55
1975,348.990001,18.19
1984,278.2452377,16.1
1984,278.2452377,16.18
1995,303.0492021,8.08
1995,303.0492021,7.89
2001,375.2135779,10.4
2001,375.2135779,10.54
2008,331.189738,11.28
2010,329.1725389,10.99
2010,329.1725389,11.14
2026,473.1049408,5.75
2026,473.1049408,5.75
2027,555.4378846,17.89
2042,339.1047732,6.35
2042,339.1047732,6.35
2053,359.2403723,19.15
2058,359.2404531,19.22
2061,359.2404101,19.52
2061,359.2404101,19.6
2065,359.2403633,18.66
2066,359.2404325,17.78
2076,359.2403869,20.36
2076,359.2403869,20.4
2079,379.1363498,7.61
2082,315.1567542,10.28
2082,315.1567542,10.22
2090,315.1950651,12.16
2102,393.2973843,17.52
2112,365.1202197,7.18
2112,365.1202197,7.1
2113,635.4647258,18.03
2135,317.2107438,11.03
2139,419.3143357,17.21
2139,419.3143357,17.41
2141,317.2105345,11.31
2146,635.4644698,17.64
2149,313.1796348,11.3
2156,315.1951617,10.55
