row ID,row m/z,row retention time,20220601_100AGC_pluskal_mce_1D1_A1_id.mzML Peak area,VGF141_H06_pos.mzML Peak area,VGF141_A07_pos.mzML Peak area,VGF141_G06_pos.mzML Peak area,VGF142_A05_pos.mzML Peak area,VGF142_B03_pos.mzML Peak area,ThyW01_500ppm_cent_pos.mzML Peak area,Thy50_01_500ppm_cent_pos.mzML Peak area,ThyE01_500ppm_cent_pos.mzML Peak area,ThyW02_500ppm_cent_pos.mzML Peak area,ThyE02_500ppm_cent_pos.mzML Peak area,Thy50_02_500ppm_cent_pos.mzML Peak area
21930,252.0465439,4.7556515,0,0,0,0,0,0,12319.852,100964.49,0,0,0,0
21931,285.0757839,4.7556515,0,0,0,0,0,0,264964.3,2416357.8,0,0,0,0
21932,447.1285435,4.7556515,0,0,0,0,0,0,102311.18,990507.8,0,0,0,0
21933,469.1105564,4.7556515,0,0,0,0,0,0,84790.92,892663.3,0,0,0,0
21934,485.084646,4.7556515,0,0,0,0,0,0,5631.486,71026.984,0,0,0,0
21935,531.0810395,4.7556515,0,0,0,0,0,0,7505.6504,63035.855,0,0,0,0
21946,466.1018759,4.756915,0,0,0,0,0,0,0,37152.094,0,0,0,0
21953,915.2317229,4.756915,0,0,0,0,0,0,0,37030.402,0,0,0,0
21985,511.3273917,4.7642703,0,0,0,0,0,0,21338.072,23375.467,22407.443,23705.527,23409.27,23529.205
22011,435.1649258,4.7716537,0,0,0,0,0,0,0,12960.59,0,67916.37,73746.46,93274.99
22014,261.1122024,4.772501,0,0,0,0,0,0,0,0,0,191538.39,138706.16,137065.88
22021,289.141091,4.7735944,0,0,0,0,0,0,0,0,0,217971.2,759260.7,446978.34
22056,301.1071424,4.783317,0,0,0,0,0,0,0,0,0,268958.7,311808.7,196913.08
22060,273.1461582,4.7834806,0,0,0,0,0,0,0,0,0,0,168584.06,128017.49
22065,394.3299689,4.7839065,0,12701.707,13757.935,0,0,174182.22,0,0,0,0,0,0
22072,295.1901572,4.7856812,0,5332.944,0,30688.783,0,5215.341,0,0,0,467394.94,224615.84,201472.92
22075,372.3478227,4.7866144,0,15872.249,25677.102,13133.611,17402.867,135314.98,0,0,0,0,0,0
22078,251.1641854,4.786916,0,0,0,0,0,0,0,0,0,440827.1,345219.4,328578.5
22084,576.4272562,4.790214,0,177040.73,0,0,0,0,0,0,0,0,0,0
22087,661.2435431,4.7902384,0,0,0,0,0,84802.266,0,0,0,0,0,0
22100,265.1434931,4.793786,0,0,0,0,0,0,0,0,0,584288,0,0
22107,315.0864094,4.794857,0,0,0,0,0,0,5741.8257,62916.527,0,62567.086,0,10037.637
22110,279.1595131,4.7969637,0,80453.12,122224.086,87368.48,0,122957.52,0,0,0,0,0,0
22111,322.2743496,4.7972436,0,0,16355.98,25217.857,11206.334,334423.6,0,0,0,0,0,0
22122,229.1222802,4.7985024,0,0,0,0,0,0,0,0,0,422722.5,168510.14,189947.28
22131,287.1253289,4.801304,0,0,0,0,0,0,0,0,0,206693.06,0,88313.12
22135,267.1591195,4.802157,0,0,0,0,0,0,0,0,0,576967,256302.27,277451.1
22136,317.1021448,4.802157,0,0,0,0,0,0,0,0,0,70468.16,143659.11,118037.8
22164,219.1379475,4.8058352,0,0,0,0,0,0,0,0,0,383927.88,205022.69,179952.77
22165,253.179824,4.8058352,0,0,0,0,0,0,0,0,0,897997.44,384110.06,440467.8
22175,401.2533647,4.8066254,0,0,0,0,0,0,0,0,42464.42,0,0,0
22176,423.2353776,4.8066254,0,0,0,0,0,0,0,0,124809.43,0,0,0
22178,595.1446511,4.806623,0,0,0,0,0,0,0,50366.117,0,0,0,0
22180,425.3774739,4.8066926,0,63864.344,21541.297,42944.258,0,2555.3203,0,0,0,0,0,0
22181,1189.282068,4.806623,0,0,0,0,0,0,0,57127.117,0,0,0,0
22184,467.3527502,4.806875,0,50662.156,64928.797,102575.09,0,0,0,0,0,0,0,0
22193,221.0808142,4.809381,0,0,0,0,0,0,0,0,0,217356.27,206662.55,155160.36
22197,277.2165946,4.810249,0,98158.54,213041.02,119693,0,321418.16,0,0,0,0,0,0
22205,295.2272119,4.8121033,0,614209.1,1114976.9,528987.6,0,1637301.9,0,0,0,0,0,0
22206,296.2307133,4.8126717,0,0,0,0,0,324567.22,0,0,0,0,0,0
22213,187.1117063,4.8129272,0,0,0,0,0,0,0,0,0,88453.53,202269.16,113199.555
22214,299.0915027,4.8129272,0,0,0,0,0,0,0,0,0,20191.37,181392.03,123429.52
22217,340.2852021,4.8140225,0,130379.45,287156.28,57745.094,0,360594.8,0,0,0,0,0,0
22235,317.2094129,4.8160386,0,113168.16,183517.78,48884.84,0,441267.4,0,0,0,0,0,0
22236,337.0838223,4.8162932,0,0,0,0,0,0,0,0,0,25549.516,123339.016,98520.734
22237,329.1359021,4.8164062,0,0,0,0,0,0,0,0,0,601735.06,225453.27,223688.36
22239,305.1359871,4.8170156,0,0,0,0,0,0,0,0,0,0,231492.97,450685.5
22244,552.1712858,4.8171806,0,0,0,0,0,0,21534.48,28173.107,0,0,0,0
22252,203.1430157,4.819935,0,0,0,0,0,0,0,0,0,312906.66,178646.69,153149.94
22259,326.3786296,4.8218374,0,34172.5,53899.492,21529.004,0,71116.35,0,0,0,0,0,0
22273,346.2751261,4.827984,0,0,0,0,0,79040.09,0,0,0,0,0,0
22281,527.3374228,4.828749,0,138898.5,0,0,0,0,0,0,0,0,0,0
22286,303.0499599,4.8299923,0,0,0,0,0,0,22562.469,82943.336,0,0,0,0
22336,442.3167348,4.840752,0,72147.55,27671.887,117251.34,0,0,0,0,0,0,0,0
22342,414.2859118,4.843893,0,27283.768,8578.509,99430.086,0,0,0,0,0,0,0,0
22360,440.4103497,4.8459587,0,47689.7,106362.79,39638.016,0,56467.28,0,0,0,0,0,0
22376,477.1391432,4.849433,0,0,0,0,0,0,5549.1504,49721.58,0,0,0,0
22386,383.0892511,4.855367,0,0,0,0,0,0,0,0,0,0,93776.836,42027.465
22411,207.1015414,4.859962,0,0,0,0,0,0,0,0,0,175280.28,47673.07,52431.266
22421,247.1328782,4.8617163,0,0,0,0,0,0,0,0,0,1502980.9,0,809638.06
22430,317.1360161,4.863818,0,0,0,0,0,0,0,0,0,625981.25,439364.28,401842.06
22438,175.1117406,4.867546,0,0,0,0,0,0,0,0,0,365733.72,176446.86,167058.62
22440,277.1435532,4.867546,0,0,0,0,0,0,0,0,0,160380.58,112964.555,104170.07
22470,469.3317954,4.8744965,0,183276.95,37684.258,0,0,0,0,0,0,0,0,0
22471,273.1461297,4.8746333,0,0,0,0,0,0,0,0,0,223702.53,138920.1,129552.03
22492,251.1642671,4.878297,0,0,0,0,0,0,0,0,0,614682.6,441813.25,451422.16
22510,293.1723856,4.881772,0,0,0,0,0,0,0,0,0,1072742.6,532217.94,529139.7
22528,189.0909789,4.884693,0,0,0,0,0,0,24412.86,39754.504,0,46277.848,21120.24,0
22530,534.3654724,4.8849926,0,16033.004,84002.47,0,0,19759.805,0,0,0,0,0,0
22531,301.1071399,4.8851852,0,0,0,0,0,0,0,0,0,206391.81,253898.19,276377.1
22540,298.2740514,4.888712,0,6885.2026,7029.066,0,3017.151,153458.44,0,0,0,0,0,0
22553,405.1002549,4.8896894,0,0,0,0,0,0,0,0,0,92153.82,0,0
22567,659.2293187,4.8905025,0,0,0,0,0,269318.88,0,0,0,0,0,0
22568,661.2445178,4.8905025,0,0,0,0,0,628533.44,0,0,0,0,0,0
22579,457.1470005,4.892484,0,0,0,0,0,0,6321.507,10709.688,169928.7,34304.4,16189.402,22314.5
22595,345.0969529,4.895594,0,0,0,0,0,0,0,0,0,71202.83,269976.38,208188.14
22634,161.059709,4.8990626,0,0,0,0,0,0,0,0,0,174400.47,119359.13,78919.94
22636,337.0838151,4.8990645,0,0,0,0,0,0,0,0,0,105846.41,140095.2,128362.52
22637,343.1177427,4.8990645,0,0,0,0,0,0,0,0,0,57103.363,117534.22,91802.67
22638,374.1597969,4.8990626,0,0,0,0,0,0,0,0,0,23950.846,138989.61,132252.11
22639,657.1969334,4.8990645,0,0,0,0,0,0,0,0,0,18034.979,1345923.5,1028054.7
22663,359.2586232,4.9024763,0,112102.445,0,0,8459.219,0,0,0,0,0,0,0
22665,329.1020288,4.902518,0,0,0,0,0,0,0,0,0,1561211.9,1.26E+07,1.09E+07
22666,351.0839845,4.902518,0,0,0,0,0,0,0,0,0,649424.44,4513165,3931058.8
22668,373.0661692,4.9026675,0,0,0,0,0,0,0,0,0,7156.9717,102643.39,84318.81
22678,137.0596679,4.904067,0,0,0,0,0,0,6030.8857,10492.724,0,31485.234,206040.47,179936.23
22679,219.1015801,4.904067,0,0,0,0,0,0,222629.55,359231.72,0,9335.273,23286.611,18070.188
22689,367.0579183,4.906121,0,0,0,0,0,0,0,0,0,143069.28,1029810.25,926608.8
22690,413.0544024,4.906121,0,0,0,0,0,0,0,0,0,9873.253,117953.01,92303.27
22692,679.1789008,4.906121,0,0,0,0,0,0,0,0,0,27615.275,1331757.4,1110047.8
22729,307.1516111,4.910635,0,0,0,0,0,0,0,0,0,359764.62,0,71189.63
22745,457.3680288,4.913423,0,0,0,0,0,303181.34,0,0,0,0,0,0
22751,297.2428665,4.914355,0,308413.06,0,0,0,0,0,0,0,0,0,0
22765,319.2251938,4.9189816,0,98567.125,0,0,39883.81,271023.03,0,0,0,0,0,0
22777,457.3679704,4.921218,0,55107.34,17798.262,0,37954.305,349008.4,0,0,0,0,0,0
22778,277.2165205,4.9215784,0,0,149041.1,0,0,97649.89,0,0,0,0,0,0
22779,295.2271419,4.9215784,0,0,701221.2,0,0,325539.94,0,0,0,0,0,0
22788,441.3729606,4.923943,0,43026.223,16923.572,0,0,2746245.5,0,0,0,0,0,0
22790,340.2849451,4.9249334,0,0,147000.02,0,0,36501.18,0,0,0,0,0,0
22807,279.2323814,4.9312477,0,140881.72,129563.83,69892.34,0,0,0,0,0,0,0,0
22809,342.3009821,4.9318013,0,66197,0,0,27116.13,88785.36,0,0,0,0,0,0
22814,249.0757597,4.9325747,0,0,0,0,0,0,0,0,0,188413.25,51476.723,72772.58
22839,269.1902461,4.9421825,0,175778.78,373566.22,0,0,0,0,0,0,0,0,0
22862,317.2090627,4.945486,0,0,94720.13,0,0,41056.156,0,0,0,0,0,0
22864,275.1253912,4.946902,0,0,0,0,0,0,0,0,0,581586.75,317680.16,254260.62
22884,235.1328959,4.9503713,0,0,0,0,0,0,0,0,0,439598.12,239503.39,207946.64
22886,215.143021,4.9504895,0,0,0,0,0,0,0,0,0,286426,161655.78,249080.56
22920,291.1567333,4.953961,0,0,0,0,0,0,0,0,0,1376266.6,501532.16,545007.06
22925,527.3369037,4.9548383,0,54799.598,0,0,0,0,0,0,0,0,0,0
22941,140.0682626,4.9610977,0,0,0,0,0,71062.83,0,0,0,0,0,0
22968,235.1692496,4.9643474,0,0,0,0,0,0,0,0,0,1067543,0,0
23004,356.1492476,4.9731655,0,0,0,0,0,0,0,0,34626.85,0,0,0
23012,217.158681,4.9748235,0,0,0,0,0,0,0,0,0,622743.6,0,0
23023,275.1617668,4.974878,0,0,0,0,0,0,0,0,0,381657.6,174256.77,147516.84
23024,285.1121842,4.974878,0,0,0,0,0,0,0,0,0,2335944,1523366.1,763644.1
23025,303.1227012,4.974878,0,0,0,0,0,0,0,0,0,2846134,2014292.1,972605.06
23026,325.1047779,4.974878,0,0,0,0,0,0,0,0,0,1812820.6,1084222.6,1023659.6
23063,341.0786353,4.9821973,0,0,0,0,0,0,0,0,0,114466.01,70547.305,65908.59
23128,233.1536141,4.9959583,0,0,0,0,0,0,0,0,0,1125735,0,0
23136,299.0915001,4.996899,0,0,0,0,0,0,0,0,0,39245.598,166209.64,125108.805
23141,997.6228769,4.9980083,0,0,0,692658.44,0,0,0,0,0,0,0,0
23160,329.1361056,5.000521,0,0,0,0,0,0,0,0,0,220861.1,110515.78,82323.23
23183,277.1773891,5.0043473,0,0,0,0,0,0,0,0,0,166417.88,87629.7,106773.56
23185,297.2429292,5.004877,0,346632.8,407359.7,351158.16,764746.3,753514.9,0,0,0,0,0,0
23195,279.232268,5.0064483,0,116498.63,97819.02,81607.43,297953.72,329069.56,0,0,0,0,0,0
23197,467.3159387,5.006527,0,0,7786.347,0,52424.688,0,0,0,0,0,0,0
23218,724.4427847,5.008009,0,37326.41,60084.06,0,0,0,0,0,0,0,0,0
23228,633.3791615,5.009046,0,110110.945,0,0,0,0,0,0,0,0,0,0
23235,357.2272106,5.0114074,0,0,0,0,0,0,0,0,52846.633,0,0,0
23236,379.2091702,5.0114074,0,0,0,0,0,0,0,0,172677.16,0,0,0
23240,287.125631,5.011529,0,0,0,0,0,0,0,0,0,604700.56,604250.06,449422.94
23242,500.3593819,5.012405,0,0,18543.424,8452.001,213293.73,0,0,0,0,0,0,0
23248,483.3363568,5.0144253,0,0,0,0,45140.625,0,0,0,0,0,0,0
23254,597.2332674,5.015006,0,0,0,0,0,0,0,0,0,242749.52,246168.17,239390.98
23277,505.3157836,5.0194707,0,0,5689.279,0,53393.02,0,0,0,0,0,0,0
23279,231.1379496,5.020054,0,0,0,0,0,0,0,0,0,0,1170990.2,0
23286,203.143013,5.0222297,0,0,0,0,0,0,0,0,0,312483.84,186968.08,182936.08
23295,395.2773115,5.0243654,0,72752.51,43662.836,0,44445.234,64737.49,0,0,0,0,0,0
23310,342.3008185,5.028323,0,61653.58,114707.98,20439.164,29998.768,95731.54,0,0,0,0,0,0
23333,271.1304209,5.032825,0,0,0,0,0,0,0,0,0,73854,117641.11,69816.234
23342,459.3837521,5.0361023,0,29385.879,62845.94,11910.402,11306.987,214584.11,0,0,0,0,0,0
23344,265.1434539,5.036398,0,0,0,0,0,0,0,0,0,1560485.6,946245.1,894968.44
23349,601.4034683,5.036398,0,0,0,0,0,0,0,0,0,455948.28,257260.08,360816.56
23385,449.144263,5.041524,0,0,0,0,0,0,0,0,44979.914,6996.5635,0,0
23386,315.1228358,5.0433426,0,0,0,0,0,0,0,0,0,114638.21,112020.97,142576.12
23387,355.1152311,5.0433426,0,0,0,0,0,0,0,0,0,115279.25,101218.84,128277.69
23395,482.4006008,5.0454516,0,6280.125,0,0,0,206464.6,0,0,0,0,0,0
23398,333.1332153,5.0471845,0,0,0,0,0,0,0,0,0,251480.92,278020.75,289373.62
23411,347.1467059,5.0507083,0,0,0,0,0,0,0,0,0,103291.5,59095.766,67504.234
23416,317.1367656,5.054184,0,0,0,0,0,0,0,0,0,246813.67,206382.77,182488.05
23418,295.1540507,5.054464,0,0,0,0,0,0,0,0,0,90236.07,75164.266,54402.35
23457,269.1172586,5.069299,0,0,0,0,0,0,0,0,0,95528.63,101326.59,77556.21
23458,309.1098198,5.069299,0,0,0,0,0,0,0,0,0,139441.52,162108.3,134096.45
23469,229.1222754,5.0718436,0,0,0,0,0,0,0,0,0,180557.56,0,0
23470,247.1328828,5.0718436,0,0,0,0,0,0,0,0,0,840250.6,0,0
23472,466.3170266,5.071837,0,89681.69,36422.383,0,0,0,0,0,0,0,0,0
23473,471.2727663,5.071837,0,58622.934,15015.72,0,0,0,0,0,0,0,0,0
23474,494.3482068,5.071837,0,185913.16,86754.32,0,0,0,0,0,0,0,0,0
23476,677.4052295,5.071837,0,60194.24,68068.48,0,0,0,0,0,0,0,0,0
23482,495.3480675,5.072831,0,277550.1,0,0,0,0,0,0,0,0,0,0
23492,161.059721,5.076387,0,0,0,0,0,0,0,0,0,167384.06,356284.38,236818.7
23494,500.4109841,5.0775614,0,0,14442.964,14766.048,8165.358,146508.61,0,0,0,0,0,0
23501,515.3721543,5.080922,0,133485.06,28131.088,0,0,0,0,0,0,0,0,0
23505,423.3628244,5.082923,0,117211.65,73613.29,0,0,766174.94,0,0,0,0,0,0
23518,455.352676,5.0861983,0,0,220209.83,139620.12,49411.582,394185.84,0,0,0,0,0,0
23529,339.1202884,5.0907254,0,0,0,0,0,0,0,0,0,56454.848,97330.13,86924.234
23542,263.1278505,5.098893,0,0,0,0,0,0,0,0,0,249251.03,0,121565.14
23554,245.1174139,5.1011186,0,0,0,0,16979.373,0,0,0,0,176840.69,98794.25,74852.54
23587,437.3419263,5.1062016,0,515439.62,0,0,0,0,0,0,0,0,0,0
23593,497.362206,5.108898,0,313876.06,23401.559,0,0,0,0,0,0,0,0,0
23614,284.0998769,5.1139655,0,0,0,0,0,0,0,0,0,1297000.6,0,0
23629,339.0630147,5.1153655,0,0,0,0,0,0,0,0,0,459653.8,274777.6,283509.44
23636,722.5064544,5.11912,0,103076.21,150408.64,0,74813.99,151847.47,0,0,0,0,0,0
23640,623.1890151,5.1194587,0,0,0,0,0,0,0,0,0,849490.2,210167.78,256859.61
23654,301.1070984,5.1229954,0,0,0,0,0,0,0,0,0,6299732.5,2946162.5,2865480.8
23684,399.237715,5.1268916,0,0,0,0,0,0,0,0,41864.082,0,0,0
23685,421.2197106,5.1268916,0,0,0,0,0,0,0,0,32918.652,0,0,0
23694,302.1104578,5.1277194,0,0,0,0,0,0,0,0,0,0,0,527282.5
23707,678.4801386,5.128568,0,0,237177.33,182595.25,97670.42,215204.56,0,0,0,0,0,0
23713,597.2333466,5.129915,0,0,0,0,0,0,0,0,0,179483.47,178518.73,187151.83
23726,323.0891043,5.1335883,0,0,0,0,0,0,0,0,0,3653903.5,2091139.9,2218320
23730,707.4165394,5.1348968,0,0,129140.61,0,0,0,0,0,0,0,0,0
23738,323.2951596,5.1350164,0,17140.02,8736.444,323019.4,12164.274,5234.6484,0,0,0,0,0,0
23747,386.3636451,5.1365533,0,32196.28,20737.123,224356.61,20450.39,11165.351,0,0,0,0,0,0
23757,634.4540933,5.1382046,0,0,318152.2,247930.62,136467.42,321223.94,0,0,0,0,0,0
23758,332.121065,5.138334,0,0,0,0,0,0,0,0,0,0,364247.4,0
23763,471.1262045,5.1395555,0,0,0,0,0,0,0,0,98374.61,0,0,0
23778,267.1202484,5.1425824,0,0,0,0,0,0,52877.89,49321.19,15290,0,0,0
23782,370.2962203,5.1426783,0,116997,132708.45,125600.79,81541.87,150026.83,0,0,0,0,0,0
23793,590.4277922,5.1439867,0,0,388839.78,326797.6,198974.17,408698.03,0,0,0,0,0,0
23799,199.1481119,5.1441765,0,0,0,0,0,0,0,0,0,139513.78,139513.78,124279.4
23822,369.0735742,5.147635,0,0,0,0,0,0,0,0,0,435107.28,178844.33,209320.69
23824,283.0965152,5.1477036,0,0,0,0,0,0,0,0,0,7155962,3629052.2,3749081
23825,331.117729,5.147717,0,0,0,0,0,0,0,0,0,4812832,1900745.5,2039670
23826,653.1996529,5.147764,0,0,0,0,0,0,0,0,0,780106.56,160399.86,209534.19
23833,546.4022361,5.148858,0,278742.88,452377.06,367167.97,159390.72,472051.28,0,0,0,0,0,0
23839,353.099651,5.151114,0,0,0,0,0,0,0,0,0,2597921.8,1110133.8,1309132.9
23862,683.2102659,5.154684,0,0,0,0,0,0,0,0,0,361077.53,45506.977,68222.555
23870,502.3757306,5.1564264,0,335262.28,445871.6,361092.4,118834.33,483817.8,0,0,0,0,0,0
23880,458.3486459,5.1580844,0,313393.6,416639.2,304729.75,210659.64,467279.28,0,0,0,0,0,0
23881,313.1071667,5.158163,0,0,0,0,0,0,0,0,0,2799726,1188112.9,1368376.4
23919,267.1590979,5.16569,0,0,0,0,0,0,0,0,0,581606.44,339918.7,321182.97
23921,510.3653436,5.165797,0,36841.332,72276.164,29694.95,88534.8,21031.918,0,0,0,0,0,0
23952,558.4180622,5.1758804,0,82305.39,0,0,0,0,0,0,0,0,0,0
23954,293.1723854,5.1761346,0,0,0,0,0,0,0,0,0,586831.06,451992.2,350731.56
23972,414.3221126,5.180033,0,0,318183.28,259584.58,177170.89,340889.1,16204.09,16277.3955,0,0,0,0
23991,619.4009049,5.1851215,0,124323.016,1576666.1,166924.03,0,0,0,0,0,0,0,0
24003,291.1567075,5.1874046,0,0,0,0,0,0,0,0,0,419029.78,779764.9,181221.48
24004,324.2905638,5.188406,0,37874.473,248232.42,0,250316.58,1221061.5,0,0,0,0,0,0
24021,215.1430243,5.1908684,0,0,0,0,0,0,0,0,0,170651.95,321471.53,302043.66
24022,233.1536099,5.1908684,0,0,0,0,0,0,0,0,0,494059.88,770706.06,1021828.2
24027,393.2430902,5.1915617,0,0,72757.33,94309.695,0,0,0,0,0,0,0,0
24029,428.2803167,5.1915617,0,0,253900.88,320025.28,0,0,0,0,0,0,0,0
24035,456.3116299,5.192221,0,4421.5645,449443.1,262493.38,0,0,0,0,0,0,0,0
24044,191.1066231,5.1949177,0,0,0,0,0,0,29122.465,29052.648,8211.106,177682.3,139938.78,86756.94
24056,235.1692411,5.1995335,0,0,0,0,0,0,0,0,0,694176.2,0,0
24062,619.4017533,5.201257,0,180132.1,0,0,0,0,0,0,0,0,0,0
24072,275.161759,5.2049193,0,0,0,0,0,0,0,0,0,200375.03,218974.81,126461.97
24078,439.3584415,5.205613,0,0,0,0,0,513449.53,0,0,0,0,0,0
24101,317.1381263,5.2118716,0,0,0,0,0,0,0,0,0,466798,606093.9,535952.06
24105,615.3826819,5.2118716,0,0,0,0,0,0,0,0,0,161932.19,28850.393,45571.39
24124,629.2230991,5.215377,0,0,0,0,0,0,0,0,0,119586.6,69939,86994.016
24134,497.350265,5.2179613,0,0,0,0,33843.918,0,0,0,0,0,0,0
24135,514.3778172,5.2179613,0,0,0,0,112590.07,0,0,0,0,0,0,0
24142,287.1277231,5.218886,0,0,0,0,0,0,0,0,0,1.06E+07,7940495.5,6929429
24144,309.1098573,5.218886,0,0,0,0,0,0,0,0,0,1090621.8,785278.75,928386.4
24151,353.2694283,5.2201595,0,8237.955,26107.627,10593.552,18135.424,65226.777,0,0,0,0,0,0
24156,288.1311753,5.220433,0,0,0,0,0,0,0,0,0,1917147.9,0,0
24157,289.1345858,5.220433,0,0,0,0,0,0,0,0,0,111290.52,0,0
24171,573.2482717,5.2222004,0,0,0,0,0,0,0,0,0,87776.68,31121.197,0
24176,595.2304478,5.2224126,0,0,0,0,0,0,0,0,0,240556.33,110232.15,97029.24
24198,622.2413901,5.2258935,0,0,0,0,0,0,0,0,0,8995.812,117021.5,118315.28
24214,649.411266,5.2321186,0,252022.23,0,330936.88,0,0,0,0,0,0,0,0
24219,314.1388094,5.232844,0,0,0,0,0,0,0,0,0,87805.51,1813086.4,1891969.5
24220,336.1207626,5.232844,0,0,0,0,0,0,0,0,0,25793.404,549903.5,556993.4
24225,315.142101,5.233854,0,0,0,0,0,0,0,0,0,0,339694.97,348986.6
24241,423.3631359,5.2388124,0,410632.3,124355.98,41971.625,0,18160.592,0,0,0,0,0,0
24256,504.4418688,5.242687,0,50456.94,107804.68,8838.917,0,23106.182,0,0,0,0,0,0
24270,315.1954863,5.2470675,0,0,0,0,0,0,47359.438,50080.74,0,0,0,0
24271,512.2853938,5.2470675,0,0,0,0,0,0,30889.11,36790.258,0,0,0,0
24286,455.3527548,5.250952,0,0,377879.1,0,0,0,0,0,0,0,0,0
24302,437.3428326,5.255257,0,408479.97,0,0,0,0,0,0,0,0,0,0
24316,468.4424351,5.2586164,0,105227.15,199060.69,48758.61,25318.926,71152.79,0,0,0,0,0,0
24318,556.4443401,5.2604814,0,0,122008.695,96721.22,81965,105919.195,0,0,0,0,0,0
24349,329.1360845,5.2680354,0,0,0,0,0,0,0,0,0,190325.73,15594.876,9189.664
24359,444.2752126,5.2697096,0,0,140142.61,137076.16,0,0,0,0,0,0,0,0
24360,472.3068816,5.2697096,0,0,246936.44,115002.79,0,0,0,0,0,0,0,0
24361,512.4174797,5.269969,0,141766.06,147879.1,113320.836,0,132374.55,0,0,0,0,0,0
24363,468.3914142,5.2700515,0,144748.02,144209.66,0,115249.11,138094.8,0,0,0,0,0,0
24367,424.3650284,5.27234,0,0,164264.75,0,103158.5,128261.53,0,0,0,0,0,0
24417,441.7633124,5.2855806,0,0,0,0,0,0,45012.36,52565.344,0,0,0,0
24427,273.1460802,5.2870464,0,0,0,0,0,0,0,0,0,156341.27,165246.92,113078.195
24428,275.1617306,5.2870464,0,0,0,0,0,0,0,0,0,197869.92,273115.97,108316.26
24444,289.1410725,5.2905145,0,0,0,0,0,0,0,0,0,1895032.5,1454365.8,1693656.6
24474,268.1049198,5.2943463,0,0,0,0,0,0,0,0,0,654028.6,0,0
24476,308.0975717,5.2943463,0,0,0,0,0,0,0,0,0,292331.47,0,0
24477,309.1098577,5.2943463,0,0,0,0,0,0,0,0,0,426421.88,0,0
24496,513.35915,5.2969365,0,5964481,318598.53,0,0,25152.6,0,0,0,0,0,0
24497,423.3626192,5.297073,0,0,0,246076.39,0,0,0,0,0,0,0,0
24507,285.1121497,5.2975235,0,0,0,0,0,0,0,0,0,7315500.5,4843193.5,3828168.2
24509,286.1155541,5.2975235,0,0,0,0,0,0,0,0,0,1358718.1,876760.4,702919.6
24510,307.0941992,5.2975235,0,0,0,0,0,0,0,0,0,1669158.8,1077301.2,914153.56
24511,315.1228379,5.2975235,0,0,0,0,0,0,0,0,0,167439.69,193614.33,165640.23
24513,329.1360032,5.2975235,0,0,0,0,0,0,0,0,0,144791.3,45063.848,118296.36
24520,644.3881042,5.298295,0,0,0,0,0,0,40976.277,52098.71,0,0,0,0
24534,340.28572,5.3008647,0,25937.242,0,0,0,83560.14,0,0,0,0,0,0
24553,495.3478727,5.30119,0,241404.66,0,0,0,0,0,0,0,0,0,0
24559,1025.70974,5.30119,0,243858.05,0,0,0,0,0,0,0,0,0,0
24584,366.3017937,5.3085923,0,0,9487.032,0,50418.312,68463.85,0,0,0,0,0,0
24607,497.3626785,5.313946,0,127797.76,0,0,0,61494.297,0,0,0,0,0,0
24623,453.3371373,5.3179936,0,357657.16,108534.99,0,0,0,0,0,0,0,0,0
24626,267.1590459,5.3184476,0,0,0,0,0,0,0,0,0,593580.4,257782.88,268881.62
24629,411.32687,5.3187313,0,56248.1,73069.07,22566.475,0,0,0,0,0,0,0,0
24633,536.3808599,5.3196826,0,0,83500.34,0,0,0,0,0,0,0,0,0
24647,229.1222604,5.320792,0,0,0,0,0,0,0,0,11940.125,0,249086.55,151978.98
24659,619.4004226,5.3238616,0,2802568.5,3144961.5,252521.75,0,0,0,0,0,0,0,0
24684,598.4614601,5.326278,0,0,13021.195,0,17372.318,36284.266,0,0,0,0,0,0
24712,649.4108613,5.331347,0,603744.6,1171103.8,288100.3,0,0,0,0,0,0,0,0
24715,267.1035182,5.3314824,0,0,0,0,0,0,5043.354,5978.447,0,3788423,2502436,1949066.1
24723,617.3852448,5.3331594,0,151765.2,332446.72,0,0,0,0,0,0,0,0,0
24729,618.3888313,5.3347974,0,0,140901.72,0,0,0,0,0,0,0,0,0
24734,409.3468082,5.335697,0,203380.64,93261.44,37712.42,0,21454.35,0,0,0,0,0,0
24740,256.1543319,5.336579,0,0,0,0,0,0,0,0,0,170638.03,194009.56,135740.58
24751,387.2898319,5.3377323,0,0,0,0,74788.5,37156.453,0,0,0,0,0,0
24760,182.5751347,5.340036,0,0,0,0,0,0,0,0,0,306610.97,256418.55,223955.47
24764,312.0787239,5.3402443,0,0,0,0,0,0,53000.473,56263.08,47183.668,73405.555,71191.695,67248.01
24770,313.0855913,5.340825,0,0,0,0,0,0,0,0,30486.709,0,0,0
24776,455.3528666,5.3414955,0,1175141.6,416907.16,482680.28,0,61503.273,0,0,0,0,0,0
24779,312.0843171,5.3415427,0,0,0,0,0,0,0,0,0,0,0,735808.94
24782,311.0808945,5.342102,0,0,0,0,0,0,4847215,4830225,4802308,6371286.5,6095552.5,6013448
24788,457.367927,5.3425007,0,111503.78,0,144240.86,0,32444.047,0,0,0,0,0,0
24801,299.0914942,5.343489,0,0,0,0,0,0,0,0,0,102055.46,722326.8,506301.44
24802,334.0662929,5.343489,0,0,0,0,0,0,0,0,0,410247.7,329109.94,344662
