row ID,row m/z,row retention time,CUP_MeOH,PC_MeOH,AFI_MeOH,CUPI_MeOH,CUP_EtOAc,PC_EtOAc,Limonoid Score,type,elemental composition,adduct ion,same peak,CO2 loss,CO2 loss_ion_pair,CO2 loss_intensity_pair,CO2 loss_score,C2 loss,C2 loss_ion_pair,C2 loss_intensity_pair,C2 loss_score,C6 ion,C6 ion_intensity,C6 ion_score,C5 ion,C5 ion_intensity,C5 ion_score,C7 ion,C7 ion_intensity,C7 ion_score,C8 ion,C8 ion_intensity,C8 ion_score,C9 ion,C9 ion_intensity,C9 ion_score,C10 ion,C10 ion_intensity,C10 ion_score,C11 ion,C11 ion_intensity,C11 ion_score,C12 ion,C12 ion_intensity,C12 ion_score,C13 ion,C13 ion_intensity,C13 ion_score,C14 ion,C14 ion_intensity,C14 ion_score,C15 ion,C15 ion_intensity,C15 ion_score,C16 ion,C16 ion_intensity,C16 ion_score,C17 ion,C17 ion_intensity,C17 ion_score,C26 ion,C26 ion_intensity,C26 ion_score,A parts,B parts,C parts,D parts,Annotation Structure
1798,427.3044,14.3,0,0,0,0,74542.73,16534.297,10,Limonoid,C24H42O6,[M+H]+,none,none,none,none,none,none,none,none,none,C6H4O2,7000,0.07,none,none,none,none,none,none,C8H12,9000,0.09,C9H12,11000,0.11,C10H14,12000,0.12,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,D2,none
2050,435.3459,16.8,0,35169.707,0,0,12162.543,167439.33,12,Limonoid,C27H46O4,[M+H]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,5700,0.057,C8H12,35000,0.35,C9H12,37000,0.37,C10H14,38000,0.38,C11H14O,6700,0.067,C12H14,18000,0.18,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
1937,437.3263,15.6,0,0,0,0,0,69204.93,10,Limonoid,C26H44O5,[M+H]+,none,CH2O2,C26H42O4 / C25H40O2,23000.0 / 3900.0,0.0556,none,none,none,none,none,none,none,none,none,none,C7H10O,3900,0.039,C8H10,18000,0.18,C9H12,13000,0.13,C10H14O,43000,0.43,C11H14O,2800,0.028,C12H16,35000,0.35,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,B2,C1,none,none
1937,437.3263,15.6,0,0,0,0,0,69204.93,10,Limonoid,C26H44O5,[M+H]+,none,CH6O2,C26H36O1 / C25H42O3,1800.0 / 2200.0,0.0167,none,none,none,none,none,none,none,none,none,none,C7H10O,3900,0.039,C8H10,18000,0.18,C9H12,13000,0.13,C10H14O,43000,0.43,C11H14O,2800,0.028,C12H16,35000,0.35,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,B2,C1,none,none
2299,442.3668,19.3,116415.93,74565.15,56822.53,80662.37,68744.875,63317.555,12,Limonoid,C29H47O2N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,7100,0.071,C8H12,11000,0.11,C9H12,7400,0.074,C10H14,11000,0.11,none,none,none,C12H16,7200,0.072,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
2108,450.3213,17.2,17894.074,0,0,0,83842.586,0,19,Limonoid,C26H43O5N1,[M+NH4]+,none,CH2O2,C24H32O3 / C23H30O1,21000.0 / 20000.0,0.1955,C2H4O2,C26H38O4 / C24H34O2,12000.0 / 5600.0,0.0509,C6H8O2,2200,0.022,none,none,none,C7H10O,3800,0.038,C8H10,8000,0.08,C9H12,7000,0.07,C10H12O,13000,0.13,C11H14O,2300,0.023,C12H16,6700,0.067,C13H14O,2700,0.027,C14H14O,1700,0.017,C15H18O,3000,0.03,C16H20O,8100,0.081,C17H20O,6400,0.064,none,none,none,A1,B2,C1,D6,A1B2C1D6
2108,450.3213,17.2,17894.074,0,0,0,83842.586,0,19,Limonoid,C26H43O5N1,[M+NH4]+,none,CH6O2,C25H36O4 / C24H30O2,12000.0 / 25000.0,0.1087,C2H4O2,C26H38O4 / C24H34O2,12000.0 / 5600.0,0.0509,C6H8O2,2200,0.022,none,none,none,C7H10O,3800,0.038,C8H10,8000,0.08,C9H12,7000,0.07,C10H12O,13000,0.13,C11H14O,2300,0.023,C12H16,6700,0.067,C13H14O,2700,0.027,C14H14O,1700,0.017,C15H18O,3000,0.03,C16H20O,8100,0.081,C17H20O,6400,0.064,none,none,none,A1,B2,C1,D6,A1B2C1D6
2282,454.3883,19,0,0,0,0,17439.846,60863.043,10,Limonoid,C27H51O4N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,5300,0.053,C8H12,40000,0.4,C9H14,33000,0.33,C10H14,16000,0.16,C11H14O,1900,0.019,C12H16,21000,0.21,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
2300,456.3464,19.3,165259.2,102704.125,109459.65,119279.26,103226.375,105296.945,12,Limonoid,C29H45O3N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,24000,0.24,C8H10,33000,0.33,C9H12,23000,0.23,C10H14,15000,0.15,none,none,none,C12H16,16000,0.16,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,B2,C1,none,none
2092,457.3278,17,31789.63,15626.243,35548.14,24611.496,103179.44,24098.686,12,Limonoid,C29H45O4,[M+H]+,none,CH2O2,C25H34O1 / C24H32O3,6600.0 / 8000.0,0.0613,none,none,none,none,C6H8O2,3000,0.03,none,none,none,C7H6O,16000,0.16,C8H12,14000,0.14,C9H12,27000,0.27,C10H14,27000,0.27,C11H14O,10000,0.1,C12H16O,54000,0.54,C13H14O,27000,0.27,C14H14O,3700,0.037,C15H20O,2500,0.025,C16H22O2,23000,0.23,C17H20O,3300,0.033,none,none,none,A1,B3,C1,D6,A1B3C1D6
2092,457.3278,17,31789.63,15626.243,35548.14,24611.496,103179.44,24098.686,12,Limonoid,C29H45O4,[M+H]+,none,CH6O2,C26H40O3 / C25H34O1,2700.0 / 6600.0,0.0253,none,none,none,none,C6H8O2,3000,0.03,none,none,none,C7H6O,16000,0.16,C8H12,14000,0.14,C9H12,27000,0.27,C10H14,27000,0.27,C11H14O,10000,0.1,C12H16O,54000,0.54,C13H14O,27000,0.27,C14H14O,3700,0.037,C15H20O,2500,0.025,C16H22O2,23000,0.23,C17H20O,3300,0.033,none,none,none,A1,B3,C1,D6,A1B3C1D6
1985,458.3476,16.1,0,20867.18,0,0,0,103831.98,10,Limonoid,C25H47O6N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,C6H8O2,2000,0.02,none,none,none,C7H10O,2200,0.022,C8H12,2400,0.024,C9H14,5100,0.051,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
773,461.1797,6.9,0,0,0,20534.977,0,295768.7,61,Limonoid,C24H28O9,[M+H]+,none,CH2O2,C24H22O6 / C23H20O4,53000.0 / 44000.0,0.4091,none,none,none,none,none,none,none,none,none,none,C7H10O,12000,0.12,C8H10O2,55000,0.55,C9H10O2,18000,0.18,none,none,none,C11H10O2,5800,0.058,C12H10O2,7000,0.07,none,none,none,C14H12O,14000,0.14,C15H14O2,19000,0.19,C16H16O2,7000,0.07,C17H16O2,16000,0.16,none,none,none,none,none,C1,D7,none
773,461.1797,6.9,0,0,0,20534.977,0,295768.7,61,Limonoid,C24H28O9,[M+H]+,none,CH4O2,C24H24O7 / C23H20O5,42000.0 / 22000.0,0.1969,none,none,none,none,none,none,none,none,none,none,C7H10O,12000,0.12,C8H10O2,55000,0.55,C9H10O2,18000,0.18,none,none,none,C11H10O2,5800,0.058,C12H10O2,7000,0.07,none,none,none,C14H12O,14000,0.14,C15H14O2,19000,0.19,C16H16O2,7000,0.07,C17H16O2,16000,0.16,none,none,none,none,none,C1,D7,none
745,461.1798,6.7,0,0,0,0,0,107287.25,35,Limonoid,C24H28O9,[M+H]+,none,CH2O2,C24H22O6 / C23H20O4,21000.0 / 12000.0,0.1068,none,none,none,none,C6H8O2,1700,0.017,none,none,none,C7H8O,1700,0.017,C8H10O2,12000,0.12,C9H10O2,11000,0.11,C10H8O2,1800,0.018,none,none,none,C12H10O2,5100,0.051,none,none,none,C14H12O,6000,0.06,none,none,none,C16H16O3,2800,0.028,C17H16O2,2400,0.024,none,none,none,none,B1,C1,D7,none
2017,462.3417,16.4,56848.188,49470.664,53921.633,51008.15,0,47958.617,10,Limonoid,C24H47O7N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,C6H8O2,6000,0.06,none,none,none,none,none,none,C8H12,6400,0.064,none,none,none,C10H14,5500,0.055,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
1976,462.342,16,67572.15,65501.203,111630.086,132356.4,105462.93,113668.445,10,Limonoid,C24H47O7N1,[M+NH4]+,none,CH16O2,C24H42O6 / C23H58O8,77000.0 / 6100.0,0.1535,none,none,none,none,C6H8O2,8900,0.089,none,none,none,C7H10O,1800,0.018,C8H12,14000,0.14,C9H14,4400,0.044,C10H14,19000,0.19,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
1619,463.3052,12.8,51420.547,72408.195,61584.043,67621.33,69447.25,97347.61,12,Limonoid,C27H42O6,[M+H]+,none,CH2O2,C26H40O4 / C25H38O2,6200.0 / 4300.0,0.0385,C2H4O2,C26H40O4 / C24H36O2,6200.0 / 5500.0,0.0522,none,none,none,none,none,none,none,none,none,C8H12,2800,0.028,C9H14,2500,0.025,C10H14,1400,0.014,C11H12O,1400,0.014,none,none,none,none,none,none,none,none,none,C15H14O2,1800,0.018,C16H18O,2600,0.026,C17H18O2,2600,0.026,none,none,none,A1,none,C1,none,none
2056,476.3577,16.8,87222.54,271401.78,215485.95,326132.9,258304.16,107728.14,11,Limonoid,C25H49O7N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,C6H8O2,7200,0.072,none,none,none,C7H10O,2600,0.026,C8H12,3300,0.033,C9H14O,9900,0.099,C10H14,7500,0.075,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
923,487.1957,7.9,0,99507.32,10302.998,0,0,1699144.4,16,Limonoid,C26H30O9,[M+H]+,none,CH2O2,C26H30O9 / C25H28O7,200000.0 / 32000.0,0.4738,C2H4O2,C26H30O9 / C24H26O7,200000.0 / 10000.0,0.3737,none,none,none,none,none,none,C7H6O2,11000,0.11,C8H6O2,5900,0.059,C9H10O,10000,0.1,C10H12O,31000,0.31,C11H10O2,12000,0.12,C12H10O2,19000,0.19,C13H10O4,8600,0.086,C14H12O,7900,0.079,C15H14O2,13000,0.13,C16H16O2,12000,0.12,C17H16O2,13000,0.13,none,none,none,A5,none,C1,D7,none
978,489.2107,8.3,0,0,0,0,110709.125,10397.664,12,Limonoid,C26H32O9,[M+H]+,none,CH0O2,C26H28O7 / C25H28O5,6900.0 / 21000.0,0.0694,none,none,none,none,none,none,none,C5H2O2,29000,0.29,C7H8O,2400,0.024,C8H8O,5800,0.058,C9H10O,6200,0.062,C10H8O2,100000,1,C11H10O2,23000,0.23,C12H10O2,11000,0.11,C13H14O,3200,0.032,C14H14O2,7500,0.075,C15H14O3,8600,0.086,C16H18O2,3100,0.031,C17H18O3,2900,0.029,none,none,none,A1,B1,C1,D6,A1B1C1D6
978,489.2107,8.3,0,0,0,0,110709.125,10397.664,12,Limonoid,C26H32O9,[M+H]+,none,CH4O2,C25H30O6 / C24H26O4,25000.0 / 3000.0,0.0544,none,none,none,none,none,none,none,C5H2O2,29000,0.29,C7H8O,2400,0.024,C8H8O,5800,0.058,C9H10O,6200,0.062,C10H8O2,100000,1,C11H10O2,23000,0.23,C12H10O2,11000,0.11,C13H14O,3200,0.032,C14H14O2,7500,0.075,C15H14O3,8600,0.086,C16H18O2,3100,0.031,C17H18O3,2900,0.029,none,none,none,A1,B1,C1,D6,A1B1C1D6
978,489.2107,8.3,0,0,0,0,110709.125,10397.664,12,Limonoid,C26H32O9,[M+H]+,none,CH2O2,C25H28O5 / C24H26O3,21000.0 / 4000.0,0.053,none,none,none,none,none,none,none,C5H2O2,29000,0.29,C7H8O,2400,0.024,C8H8O,5800,0.058,C9H10O,6200,0.062,C10H8O2,100000,1,C11H10O2,23000,0.23,C12H10O2,11000,0.11,C13H14O,3200,0.032,C14H14O2,7500,0.075,C15H14O3,8600,0.086,C16H18O2,3100,0.031,C17H18O3,2900,0.029,none,none,none,A1,B1,C1,D6,A1B1C1D6
2076,490.3733,17,83345.766,144642.22,67383.4,90029.484,0,62675.977,12,Limonoid,C26H51O7N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,C6H8O2,22000,0.22,none,none,none,C7H10O,3900,0.039,C8H12,14000,0.14,C9H14,4600,0.046,C10H14,22000,0.22,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
1959,496.3628,15.9,0,0,0,0,0,68078.36,10,Limonoid,C28H49O6N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,2700,0.027,C8H10,22000,0.22,C9H12,35000,0.35,C10H14,46000,0.46,C11H14O,3400,0.034,C12H14,17000,0.17,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,B2,C1,none,none
2030,498.3784,16.6,0,39645.664,0,0,0,500245.78,12,Limonoid,C28H51O6N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,3200,0.032,C8H12,80000,0.8,C9H14,74000,0.74,C10H14,24000,0.24,C11H14O,20000,0.2,C12H16O,23000,0.23,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
894,501.1748,7.7,0,0,0,0,0,251040.84,19,Limonoid,C26H28O10,[M+H]+,none,CH2O2,C24H24O6 / C23H22O4,14000.0 / 14000.0,0.14,none,none,none,none,C6H4O2,3400,0.034,none,none,none,C7H6O2,4700,0.047,C8H10,4000,0.04,C9H10O,14000,0.14,C10H10O2,5700,0.057,C11H10O2,3300,0.033,C12H12O,6100,0.061,none,none,none,none,none,none,none,none,none,C16H18O,3300,0.033,C17H16O2,4200,0.042,none,none,none,A1,B2,C1,D7,A1B2C1D7
949,501.2113,8.1,0,0,0,0,0,405622.56,38,Limonoid,C27H32O9,[M+H]+,none,CH6O2,C24H24O4 / C23H18O6,28000.0 / 51000.0,0.2496,C2H4O2,C26H28O6 / C24H24O4,9200.0 / 28000.0,0.0925,C6H8O2,9000,0.09,none,none,none,C7H6O2,13000,0.13,C8H6O2,15000,0.15,C9H12,14000,0.14,C10H12O,34000,0.34,none,none,none,C12H10O2,11000,0.11,none,none,none,none,none,none,C15H14O2,12000,0.12,none,none,none,none,none,none,C26H30O6,11000,0.11,A5,none,C1,none,none
949,501.2113,8.1,0,0,0,0,0,405622.56,38,Limonoid,C27H32O9,[M+H]+,none,CH2O2,C25H26O6 / C24H24O4,24000.0 / 28000.0,0.2253,C2H4O2,C26H28O6 / C24H24O4,9200.0 / 28000.0,0.0925,C6H8O2,9000,0.09,none,none,none,C7H6O2,13000,0.13,C8H6O2,15000,0.15,C9H12,14000,0.14,C10H12O,34000,0.34,none,none,none,C12H10O2,11000,0.11,none,none,none,none,none,none,C15H14O2,12000,0.12,none,none,none,none,none,none,C26H30O6,11000,0.11,A5,none,C1,none,none
974,501.2114,8.3,0,0,0,0,0,219804.89,18,Limonoid,C27H32O9,[M+H]+,none,CH6O2,C26H30O7 / C25H24O5,14000.0 / 17000.0,0.1299,C2H4O2,C26H32O8 / C24H28O6,29000.0 / 5500.0,0.073,C6H8O2,3900,0.039,none,none,none,C7H6O2,2500,0.025,none,none,none,C9H10O,3300,0.033,C10H12O,7900,0.079,C11H10O2,6100,0.061,C12H10O2,3400,0.034,none,none,none,C14H14O,2500,0.025,none,none,none,C16H16O,10000,0.1,C17H16O2,4200,0.042,C26H30O7,14000,0.14,A1,none,C1,D7,none
974,501.2114,8.3,0,0,0,0,0,219804.89,18,Limonoid,C27H32O9,[M+H]+,none,CH2O2,C26H26O7 / C25H24O5,12000.0 / 17000.0,0.1078,C2H4O2,C26H32O8 / C24H28O6,29000.0 / 5500.0,0.073,C6H8O2,3900,0.039,none,none,none,C7H6O2,2500,0.025,none,none,none,C9H10O,3300,0.033,C10H12O,7900,0.079,C11H10O2,6100,0.061,C12H10O2,3400,0.034,none,none,none,C14H14O,2500,0.025,none,none,none,C16H16O,10000,0.1,C17H16O2,4200,0.042,C26H30O7,14000,0.14,A1,none,C1,D7,none
1163,501.2117,9.6,0,30757.582,0,0,0,76220.336,24,Limonoid,C27H32O9,[M+H]+,none,CH2O2,C26H28O8 / C25H26O6,8000.0 / 3900.0,0.0352,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C10H10O2,1900,0.019,C11H10O2,2100,0.021,C12H14O,1800,0.018,C13H10O4,1900,0.019,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C1,D7,none
896,505.2058,7.7,0,0,0,22144.637,0,189189.78,38,Limonoid,C26H32O10,[M+H]+,none,CH6O2,C24H30O7 / C23H24O5,17000.0 / 17000.0,0.17,C2H4O2,C26H30O9 / C24H26O7,21000.0 / 30000.0,0.1885,C6H4O2,5900,0.059,none,none,none,C7H10O,5800,0.058,none,none,none,C9H14O,4800,0.048,C10H14,2200,0.022,none,none,none,C12H14,3500,0.035,C13H14O,3900,0.039,none,none,none,C15H16O,4100,0.041,none,none,none,C17H18O2,5500,0.055,none,none,none,none,none,C1,D6,none
896,505.2058,7.7,0,0,0,22144.637,0,189189.78,38,Limonoid,C26H32O10,[M+H]+,none,CH2O2,C25H30O8 / C24H28O6,17000.0 / 38000.0,0.1559,C2H4O2,C26H30O9 / C24H26O7,21000.0 / 30000.0,0.1885,C6H4O2,5900,0.059,none,none,none,C7H10O,5800,0.058,none,none,none,C9H14O,4800,0.048,C10H14,2200,0.022,none,none,none,C12H14,3500,0.035,C13H14O,3900,0.039,none,none,none,C15H16O,4100,0.041,none,none,none,C17H18O2,5500,0.055,none,none,none,none,none,C1,D6,none
724,505.206,6.6,0,0,0,0,0,54550.35,14,Limonoid,C26H32O10,[M+H]+,none,CH2O2,C25H26O6 / C24H28O8,5700.0 / 13000.0,0.0525,C2H4O2,C26H32O10 / C24H28O8,9100.0 / 13000.0,0.0817,none,none,none,none,none,none,C7H8O,1600,0.016,none,none,none,none,none,none,none,none,none,C11H10O2,2300,0.023,C12H10O2,1500,0.015,C13H14O,2200,0.022,C14H12O,1900,0.019,C15H14O2,2700,0.027,C16H16O2,3300,0.033,C17H16O2,4500,0.045,none,none,none,none,B1,C1,D6,none
724,505.206,6.6,0,0,0,0,0,54550.35,14,Limonoid,C26H32O10,[M+H]+,none,CH0O2,C25H28O6 / C24H28O8,4500.0 / 13000.0,0.0444,C2H4O2,C26H32O10 / C24H28O8,9100.0 / 13000.0,0.0817,none,none,none,none,none,none,C7H8O,1600,0.016,none,none,none,none,none,none,none,none,none,C11H10O2,2300,0.023,C12H10O2,1500,0.015,C13H14O,2200,0.022,C14H12O,1900,0.019,C15H14O2,2700,0.027,C16H16O2,3300,0.033,C17H16O2,4500,0.045,none,none,none,none,B1,C1,D6,none
2119,514.4099,17.3,0,0,0,0,0,188553.31,13,Limonoid,C29H55O6N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,3300,0.033,C8H12,23000,0.23,C9H14,20000,0.2,C10H14,15000,0.15,none,none,none,C12H16,13000,0.13,none,none,none,none,none,none,C15H24O,1500,0.015,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
1825,516.3889,14.6,0,0,0,0,0,259288.94,12,Limonoid,C28H53O7N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,4700,0.047,C8H12,8200,0.082,C9H14,8300,0.083,C10H14,4300,0.043,C11H14O,2300,0.023,C12H16O,8000,0.08,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
1808,516.3892,14.4,0,0,0,0,0,163242.69,10,Limonoid,C28H53O7N1,[M+NH4]+,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C7H10O,6000,0.06,C8H12,6600,0.066,C9H12O,4500,0.045,C10H14O,7200,0.072,C11H14O,3300,0.033,C12H16,5600,0.056,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,A1,none,C1,none,none
647,519.186,6.1,0,0,0,0,0,58456.734,10,Limonoid,C26H30O11,[M+H]+,none,CH4O2,C24H26O9 / C23H22O7,66000.0 / 27000.0,0.2529,C2H4O2,C26H26O9 / C24H22O7,4400.0 / 16000.0,0.0477,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C14H12O,2800,0.028,C15H14O2,6800,0.068,none,none,none,C17H16O2,2400,0.024,none,none,none,none,none,C1,none,none
647,519.186,6.1,0,0,0,0,0,58456.734,10,Limonoid,C26H30O11,[M+H]+,none,CH2O2,C24H24O8 / C23H22O6,27000.0 / 21000.0,0.192,C2H4O2,C26H26O9 / C24H22O7,4400.0 / 16000.0,0.0477,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C14H12O,2800,0.028,C15H14O2,6800,0.068,none,none,none,C17H16O2,2400,0.024,none,none,none,none,none,C1,none,none
1065,520.2548,9,0,0,0,0,0,102841.19,32,Limonoid,C27H37O9N1,[M+NH4]+,none,CH6O2,C24H24O3 / C23H18O5,23000.0 / 26000.0,0.2183,C2H4O2,C26H32O7 / C24H28O5,13000.0 / 12000.0,0.1157,C6H8O2,3500,0.035,none,none,none,none,none,none,C8H10,2400,0.024,C9H12O,2400,0.024,C10H12O,5100,0.051,C11H12O,2900,0.029,C12H10O2,3500,0.035,none,none,none,C14H12O,4000,0.04,C15H14O3,7600,0.076,C16H16O3,5300,0.053,C17H16O2,4800,0.048,C26H30O6,8300,0.083,A1,B2,C1,none,none
1065,520.2548,9,0,0,0,0,0,102841.19,32,Limonoid,C27H37O9N1,[M+NH4]+,none,CH2O2,C26H26O6 / C25H24O4,18000.0 / 26000.0,0.1613,C2H4O2,C26H32O7 / C24H28O5,13000.0 / 12000.0,0.1157,C6H8O2,3500,0.035,none,none,none,none,none,none,C8H10,2400,0.024,C9H12O,2400,0.024,C10H12O,5100,0.051,C11H12O,2900,0.029,C12H10O2,3500,0.035,none,none,none,C14H12O,4000,0.04,C15H14O3,7600,0.076,C16H16O3,5300,0.053,C17H16O2,4800,0.048,C26H30O6,8300,0.083,A1,B2,C1,none,none
985,534.2341,8.4,0,0,0,0,0,61898.273,22,Limonoid,C27H35O10N1,[M+NH4]+,none,CH2O2,C24H24O7 / C23H22O5,10000.0 / 11000.0,0.0959,C2H4O2,C26H30O8 / C24H26O6,3600.0 / 6500.0,0.0321,none,none,none,none,none,none,none,none,none,C8H10O2,2300,0.023,C9H10O2,1700,0.017,C10H10O2,1500,0.015,none,none,none,C12H14O,3800,0.038,none,none,none,C14H12O,1800,0.018,C15H14O3,2400,0.024,C16H18O3,1900,0.019,C17H20O2,1800,0.018,none,none,none,none,none,C1,none,none
985,534.2341,8.4,0,0,0,0,0,61898.273,22,Limonoid,C27H35O10N1,[M+NH4]+,none,CH6O2,C25H30O9 / C24H24O7,15000.0 / 10000.0,0.0893,C2H4O2,C26H30O8 / C24H26O6,3600.0 / 6500.0,0.0321,none,none,none,none,none,none,none,none,none,C8H10O2,2300,0.023,C9H10O2,1700,0.017,C10H10O2,1500,0.015,none,none,none,C12H14O,3800,0.038,none,none,none,C14H12O,1800,0.018,C15H14O3,2400,0.024,C16H18O3,1900,0.019,C17H20O2,1800,0.018,none,none,none,none,none,C1,none,none
618,536.2122,6,0,0,0,0,0,86489.41,18,Limonoid,C26H33O11N1,[M+NH4]+,none,CH2O2,C24H26O9 / C23H24O7,30000.0 / 48000.0,0.2668,C2H4O2,C26H28O10 / C24H24O8,11000.0 / 15000.0,0.0994,none,none,none,none,none,none,none,none,none,none,none,none,C9H10O2,14000,0.14,C10H10O2,1800,0.018,none,none,none,none,none,none,none,none,none,C14H14O,9900,0.099,C15H14O3,3100,0.031,C16H16O3,2500,0.025,none,none,none,none,none,none,none,none,C1,none,none
682,536.2125,6.4,0,0,0,0,0,43450.562,16,Limonoid,C26H33O11N1,[M+NH4]+,none,CH2O2,C24H26O9 / C23H24O7,13000.0 / 7200.0,0.0642,C2H4O2,C26H30O11 / C24H26O9,4600.0 / 13000.0,0.045,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C12H16,1700,0.017,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C1,none,none
682,536.2125,6.4,0,0,0,0,0,43450.562,16,Limonoid,C26H33O11N1,[M+NH4]+,none,CH0O2,C24H22O7 / C23H22O9,2300.0 / 2300.0,0.023,C2H4O2,C26H30O11 / C24H26O9,4600.0 / 13000.0,0.045,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C12H16,1700,0.017,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C1,none,none
975,536.2485,8.3,0,0,0,0,0,811502.75,34,Limonoid,C27H37O10N1,[M+NH4]+,none,CH6O2,C26H30O7 / C25H24O5,89000.0 / 150000.0,0.7911,C2H4O2,C26H30O7 / C24H26O5,89000.0 / 66000.0,0.5976,C6H8O2,25000,0.25,none,none,none,C7H6O2,19000,0.19,C8H8O,17000,0.17,C9H10O,19000,0.19,C10H10O2,11000,0.11,C11H10O2,19000,0.19,C12H14O,16000,0.16,C13H14O,19000,0.19,C14H12O,20000,0.2,C15H14O2,16000,0.16,C16H16O,36000,0.36,C17H16O2,32000,0.32,C26H30O7,89000,0.89,A1,none,C1,D6,none
975,536.2485,8.3,0,0,0,0,0,811502.75,34,Limonoid,C27H37O10N1,[M+NH4]+,none,CH2O2,C25H26O6 / C24H24O4,76000.0 / 77000.0,0.7551,C2H4O2,C26H30O7 / C24H26O5,89000.0 / 66000.0,0.5976,C6H8O2,25000,0.25,none,none,none,C7H6O2,19000,0.19,C8H8O,17000,0.17,C9H10O,19000,0.19,C10H10O2,11000,0.11,C11H10O2,19000,0.19,C12H14O,16000,0.16,C13H14O,19000,0.19,C14H12O,20000,0.2,C15H14O2,16000,0.16,C16H16O,36000,0.36,C17H16O2,32000,0.32,C26H30O7,89000,0.89,A1,none,C1,D6,none
274,538.2272,3.5,0,55889.082,0,0,0,0,11,Limonoid,C26H35O11N1,[M+NH4]+,none,CH0O2,C26H28O9 / C25H28O7,32000.0 / 24000.0,0.2178,C2H4O2,C26H28O9 / C24H24O7,32000.0 / 4700.0,0.0738,none,none,none,none,none,none,none,none,none,none,none,none,C9H10O2,2800,0.028,none,none,none,none,none,none,C12H12O,2100,0.021,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C1,none,none
274,538.2272,3.5,0,55889.082,0,0,0,0,11,Limonoid,C26H35O11N1,[M+NH4]+,none,CH4O2,C25H30O8 / C24H26O6,35000.0 / 20000.0,0.1779,C2H4O2,C26H28O9 / C24H24O7,32000.0 / 4700.0,0.0738,none,none,none,none,none,none,none,none,none,none,none,none,C9H10O2,2800,0.028,none,none,none,none,none,none,C12H12O,2100,0.021,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,C1,none,none
